beta_m,v1_opt,v2_opt,v3_opt,MinCost
1.0,0.024,0.004,0.017281481173991708,118597977084.71739
0.9,0.034,0.001,0.019581110651466914,89577813907.02026
0.8,0.04,0.0,0.019155555046606966,71818962255.78313
0.7,0.002,0.0,0.03614296243386849,62259244011.8358
0.6,0.0,0.0,0.03703703650688226,57686379871.37796
0.5,0.0,0.0,0.03703703650688226,59291956097.535706
0.4,0.0,0.0,0.03703703650688226,63577548452.53926
0.3,0.0,0.0,0.03703703650688226,73924423085.42378
0.2,0.0,0.0,0.03703703650688226,98867936751.90375
