confirmed_cases,confirmed_case_rate,critical_rate,deaths,death_rate,age_group,date,date
37455,50.95,1.76,660,50.77,여성,2021-01-20,2021-01-20
37672,50.97,1.77,666,50.61,여성,2021-01-21,2021-01-21
37850,50.97,1.77,669,50.38,여성,2021-01-22,2021-01-22
38073,50.98,1.77,673,50.34,여성,2021-01-23,2021-01-23
38267,50.97,1.78,680,50.41,여성,2021-01-24,2021-01-24
38470,50.94,1.79,687,50.51,여성,2021-01-25,2021-01-25
38663,50.96,1.78,690,50.33,여성,2021-01-26,2021-01-26
38943,50.96,1.78,695,50.44,여성,2021-01-27,2021-01-27
39166,50.92,1.79,700,50.51,여성,2021-01-28,2021-01-28
39420,50.94,1.79,706,50.46,여성,2021-01-29,2021-01-29
39652,50.94,1.80,714,50.50,여성,2021-01-30,2021-01-30
39823,50.93,1.80,717,50.49,여성,2021-01-31,2021-01-31
39981,50.93,1.80,719,50.46,여성,2021-02-01,2021-02-01
40130,50.90,1.81,726,50.59,여성,2021-02-02,2021-02-02
40346,50.87,1.80,728,50.52,여성,2021-02-03,2021-02-03
40585,50.89,1.80,731,50.48,여성,2021-02-04,2021-02-04
40770,50.88,1.81,737,50.51,여성,2021-02-05,2021-02-05
40963,50.88,1.81,740,50.55,여성,2021-02-06,2021-02-06
41120,50.84,1.80,741,50.37,여성,2021-02-07,2021-02-07
41256,50.82,1.80,742,50.34,여성,2021-02-08,2021-02-08
41401,50.81,1.80,746,50.34,여성,2021-02-09,2021-02-09
41595,50.77,1.80,747,50.27,여성,2021-02-10,2021-02-10
41855,50.78,1.79,751,50.20,여성,2021-02-11,2021-02-11
42059,50.78,1.80,758,50.30,여성,2021-02-12,2021-02-12
42234,50.77,1.80,762,50.33,여성,2021-02-13,2021-02-13
42400,50.77,1.81,766,50.33,여성,2021-02-14,2021-02-14
42577,50.77,1.81,769,50.36,여성,2021-02-15,2021-02-15
42786,50.74,1.80,772,50.33,여성,2021-02-16,2021-02-16
43102,50.75,1.80,774,50.33,여성,2021-02-17,2021-02-17
43403,50.73,1.79,775,50.19,여성,2021-02-18,2021-02-18
43697,50.74,1.78,778,50.19,여성,2021-02-19,2021-02-19
43907,50.72,1.78,780,50.23,여성,2021-02-20,2021-02-20
44120,50.72,1.77,782,50.22,여성,2021-02-21,2021-02-21
44291,50.72,1.77,785,50.26,여성,2021-02-22,2021-02-22
44456,50.71,1.78,791,50.29,여성,2021-02-23,2021-02-23
44688,50.72,1.77,792,50.25,여성,2021-02-24,2021-02-24
44883,50.71,1.77,795,50.28,여성,2021-02-25,2021-02-25
45075,50.71,1.77,798,50.35,여성,2021-02-26,2021-02-26
45280,50.70,1.77,801,50.22,여성,2021-02-27,2021-02-27
45453,50.69,1.77,803,50.09,여성,2021-02-28,2021-02-28
45624,50.68,1.76,805,50.16,여성,2021-03-01,2021-03-01
45796,50.68,1.76,806,50.19,여성,2021-03-02,2021-03-02
45981,50.64,1.76,808,50.12,여성,2021-03-03,2021-03-03
46175,50.61,1.76,811,50.09,여성,2021-03-04,2021-03-04
46361,50.60,1.76,816,50.15,여성,2021-03-05,2021-03-05
46552,50.57,1.76,820,50.25,여성,2021-03-06,2021-03-06
46750,50.56,1.76,821,50.24,여성,2021-03-07,2021-03-07
46899,50.53,1.76,825,50.24,여성,2021-03-08,2021-03-08
47116,50.52,1.76,827,50.27,여성,2021-03-09,2021-03-09
