confirmed_cases,confirmed_case_rate,critical_rate,deaths,death_rate,age_group,date,date
16069844,53.65,0.1,16873,50.92,여성,2023-01-20,2023-01-20
16085393,53.65,0.11,16900,50.93,여성,2023-01-21,2023-01-21
16094557,53.65,0.11,16910,50.92,여성,2023-01-22,2023-01-22
16099372,53.6,0.11,16923,50.9,여성,2023-01-23,2023-01-23
16105947,53.65,0.11,16927,50.92,여성,2023-01-24,2023-01-24
16116805,53.65,0.11,16939,50.91,여성,2023-01-25,2023-01-25
16136454,53.65,0.11,16947,50.90,여성,2023-01-26,2023-01-26
16154143,53.7,0.11,16967,50.9,여성,2023-01-27,2023-01-27
16167225,53.66,0.11,16981,50.90,여성,2023-01-28,2023-01-28
16177750,53.66,0.11,16990,50.88,여성,2023-01-29,2023-01-29
16181686,53.66,0.11,17004,50.88,여성,2023-01-30,2023-01-30
16192149,53.7,0.11,17014,50.9,여성,2023-01-31,2023-01-31
16203195,53.66,0.11,17031,50.86,여성,2023-02-01,2023-02-01
16212356,53.66,0.11,17048,50.86,여성,2023-02-02,2023-02-02
16220564,53.66,0.11,17061,50.85,여성,2023-02-03,2023-02-03
16220564,53.66,0.11,17061,50.85,여성,2023-02-03,2023-02-03
16228431,53.7,0.11,17072,50.8,여성,2023-02-04,2023-02-04
16236218,53.66,0.11,17080,50.84,여성,2023-02-05,2023-02-05
16239325,53.66,0.11,17085,50.83,여성,2023-02-06,2023-02-06
16248006,53.66,0.11,17090,50.83,여성,2023-02-07,2023-02-07
16257844,53.7,0.11,17099,50.8,여성,2023-02-08,2023-02-08
16266061,53.66,0.11,17114,50.81,여성,2023-02-09,2023-02-09
16273548,53.66,0.11,17121,50.81,여성,2023-02-10,2023-02-10
16280659,53.66,0.11,17124,50.79,여성,2023-02-11,2023-02-11
16287419,53.7,0.11,17137,50.8,여성,2023-02-12,2023-02-12
16290170,53.66,0.11,17143,50.80,여성,2023-02-13,2023-02-13
16297984,53.67,0.11,17146,50.79,여성,2023-02-14,2023-02-14
16306315,53.67,0.11,17153,50.78,여성,2023-02-15,2023-02-15
16306315,53.67,0.11,17153,50.78,여성,2023-02-15,2023-02-15
16306315,53.67,0.11,17153,50.78,여성,2023-02-15,2023-02-15
16313419,53.67,0.11,17163,50.77,여성,2023-02-16,2023-02-16
16319849,53.67,0.11,17176,50.77,여성,2023-02-17,2023-02-17
16325837,53.67,0.11,17181,50.77,여성,2023-02-18,2023-02-18
16331588,53.67,0.11,17187,50.77,여성,2023-02-19,2023-02-19
16333898,53.67,0.11,17192,50.77,여성,2023-02-20,2023-02-20
16340437,53.67,0.11,17195,50.76,여성,2023-02-21,2023-02-21
16347723,53.67,0.11,17204,50.77,여성,2023-02-22,2023-02-22
16353892,53.67,0.11,17219,50.78,여성,2023-02-23,2023-02-23
16359564,53.67,0.11,17231,50.79,여성,2023-02-24,2023-02-24
16365194,53.67,0.11,17237,50.79,여성,2023-02-25,2023-02-25
16370401,53.68,0.11,17239,50.78,여성,2023-02-26,2023-02-26
16372637,53.68,0.11,17245,50.78,여성,2023-02-27,2023-02-27
16378614,53.68,0.11,17251,50.77,여성,2023-02-28,2023-02-28
16385549,53.68,0.11,17256,50.77,여성,2023-03-01,2023-03-01
16389821,53.68,0.11,17267,50.78,여성,2023-03-02,2023-03-02
16401951,53.68,0.11,17275,50.78,여성,2023-03-03,2023-03-03
16395694,53.68,0.11,17272,50.78,여성,2023-03-03,2023-03-03
16401951,53.68,0.11,17275,50.78,여성,2023-03-04,2023-03-04
16409789,53.68,0.11,17280,50.77,여성,2023-03-06,2023-03-06
16407412,53.68,0,0,0,여성,2023-03-06,2023-03-06
16409789,53.68,0.11,17280,50.77,여성,2023-03-06,2023-03-06
16416552,53.68,0.11,17284,50.76,여성,2023-03-07,2023-03-07
16423663,53.68,0.11,17290,50.76,여성,2023-03-08,2023-03-08
16429804,53.68,0.11,17298,50.76,여성,2023-03-09,2023-03-09
16435596,53.68,0.11,17301,50.75,여성,2023-03-10,2023-03-10
16441034,53.68,0.11,17304,50.75,여성,2023-03-11,2023-03-11
16446302,53.69,0,0,0,여성,2023-03-13,2023-03-13
16448579,53.69,0.11,17311,50.74,여성,2023-03-13,2023-03-13
16454863,53.69,0.11,17316,50.75,여성,2023-03-14,2023-03-14
16461479,53.69,0.11,17320,50.75,여성,2023-03-15,2023-03-15
16467065,53.69,0.11,17326,50.74,여성,2023-03-16,2023-03-16
16472168,53.69,0.11,17327,50.73,여성,2023-03-17,2023-03-17
16477251,53.69,0.11,17329,50.73,여성,2023-03-18,2023-03-18
16482227,53.69,0,0,0,여성,2023-03-20,2023-03-20
16484399,53.69,0.11,17336,50.73,여성,2023-03-20,2023-03-20
16484399,53.69,0.11,17336,50.73,여성,2023-03-20,2023-03-20
16490964,53.69,0.11,17341,50.74,여성,2023-03-21,2023-03-21
16498298,53.69,0.11,17344,50.73,여성,2023-03-22,2023-03-22
16504636,53.69,0.11,17350,50.73,여성,2023-03-23,2023-03-23
16510392,53.69,0.11,17358,50.74,여성,2023-03-24,2023-03-24
16516201,53.69,0.11,17361,50.74,여성,2023-03-25,2023-03-25
16521497,53.69,0,0,0,여성,2023-03-26,2023-03-26
16523860,53.7,0.11,17365,50.74,여성,2023-03-27,2023-03-27
16530598,53.7,0.11,17369,50.74,여성,2023-03-28,2023-03-28
16538049,53.7,0.11,17380,50.75,여성,2023-03-29,2023-03-29
16544455,53.7,0.11,17384,50.75,여성,2023-03-30,2023-03-30
16550372,53.7,0.11,17391,50.75,여성,2023-03-31,2023-03-31
16555949,53.7,0.11,17394,50.76,여성,2023-04-01,2023-04-01
