confirmed_cases,confirmed_case_rate,critical_rate,deaths,death_rate,age_group,date,date
3908122,13.05,0.03,1356,4.09,50-59,2023-01-20,2023-01-20
3912468,13.05,0.03,1358,4.09,50-59,2023-01-21,2023-01-21
3915004,13.05,0.03,1359,4.09,50-59,2023-01-22,2023-01-22
3916318,13.0,0.03,1359,4.1,50-59,2023-01-23,2023-01-23
3918156,13.05,0.03,1361,4.09,50-59,2023-01-24,2023-01-24
3921017,13.05,0.03,1363,4.10,50-59,2023-01-25,2023-01-25
3926067,13.05,0.03,1363,4.09,50-59,2023-01-26,2023-01-26
3930656,13.1,0.03,1363,4.1,50-59,2023-01-27,2023-01-27
3933860,13.06,0.03,1364,4.09,50-59,2023-01-28,2023-01-28
3936624,13.06,0.03,1365,4.09,50-59,2023-01-29,2023-01-29
3937560,13.06,0.03,1366,4.09,50-59,2023-01-30,2023-01-30
3940356,13.1,0.03,1367,4.1,50-59,2023-01-31,2023-01-31
3943195,13.06,0.03,1368,4.09,50-59,2023-02-01,2023-02-01
3945534,13.06,0.03,1369,4.08,50-59,2023-02-02,2023-02-02
3947639,13.06,0.03,1369,4.08,50-59,2023-02-03,2023-02-03
3947639,13.06,0.03,1369,4.08,50-59,2023-02-03,2023-02-03
3949673,13.1,0.03,1370,4.1,50-59,2023-02-04,2023-02-04
3951671,13.06,0.03,1371,4.08,50-59,2023-02-05,2023-02-05
3952399,13.06,0.03,1372,4.08,50-59,2023-02-06,2023-02-06
3954689,13.06,0.03,1372,4.08,50-59,2023-02-07,2023-02-07
3957127,13.1,0.03,1372,4.1,50-59,2023-02-08,2023-02-08
3959183,13.06,0.03,1372,4.07,50-59,2023-02-09,2023-02-09
3961070,13.06,0.03,1372,4.07,50-59,2023-02-10,2023-02-10
3962774,13.06,0.03,1373,4.07,50-59,2023-02-11,2023-02-11
3964547,13.1,0.03,1375,4.1,50-59,2023-02-12,2023-02-12
3965190,13.06,0.03,1375,4.07,50-59,2023-02-13,2023-02-13
3967260,13.06,0.03,1376,4.08,50-59,2023-02-14,2023-02-14
3969320,13.06,0.03,1376,4.07,50-59,2023-02-15,2023-02-15
3969320,13.06,0.03,1376,4.07,50-59,2023-02-15,2023-02-15
3969320,13.06,0.03,1376,4.07,50-59,2023-02-15,2023-02-15
3971017,13.06,0.03,1376,4.07,50-59,2023-02-16,2023-02-16
3972588,13.06,0.03,1377,4.07,50-59,2023-02-17,2023-02-17
3974059,13.06,0.03,1379,4.07,50-59,2023-02-18,2023-02-18
3975636,13.07,0.03,1379,4.07,50-59,2023-02-19,2023-02-19
3976178,13.06,0.03,1381,4.08,50-59,2023-02-20,2023-02-20
3977936,13.07,0.03,1383,4.08,50-59,2023-02-21,2023-02-21
3979679,13.07,0.03,1384,4.08,50-59,2023-02-22,2023-02-22
3981091,13.07,0.03,1384,4.08,50-59,2023-02-23,2023-02-23
3982444,13.07,0.03,1385,4.08,50-59,2023-02-24,2023-02-24
3983868,13.07,0.03,1386,4.08,50-59,2023-02-25,2023-02-25
3985183,13.07,0.03,1386,4.08,50-59,2023-02-26,2023-02-26
3985715,13.07,0.03,1386,4.08,50-59,2023-02-27,2023-02-27
3987298,13.07,0.03,1388,4.09,50-59,2023-02-28,2023-02-28
3989003,13.07,0.03,1388,4.08,50-59,2023-03-01,2023-03-01
3990006,13.07,0.03,1390,4.09,50-59,2023-03-02,2023-03-02
3991457,13.07,0.03,1391,4.09,50-59,2023-03-03,2023-03-03
3993011,13.07,0.03,1391,4.09,50-59,2023-03-03,2023-03-03
3993011,13.07,0.03,1391,4.09,50-59,2023-03-04,2023-03-04
3994403,13.07,0,0,0,50-59,2023-03-06,2023-03-06
3994899,13.07,0.03,1392,4.09,50-59,2023-03-06,2023-03-06
3994899,13.07,0.03,1392,4.09,50-59,2023-03-06,2023-03-06
3996555,13.07,0.03,1394,4.09,50-59,2023-03-07,2023-03-07
3998238,13.07,0.03,1396,4.1,50-59,2023-03-08,2023-03-08
3999687,13.07,0.03,1398,4.1,50-59,2023-03-09,2023-03-09
4001037,13.07,0.03,1399,4.1,50-59,2023-03-10,2023-03-10
4002286,13.07,0.03,1399,4.1,50-59,2023-03-11,2023-03-11
4003482,13.07,0,0,0,50-59,2023-03-13,2023-03-13
4003961,13.07,0.03,1399,4.1,50-59,2023-03-13,2023-03-13
4005272,13.07,0.03,1399,4.1,50-59,2023-03-14,2023-03-14
4006650,13.07,0.03,1399,4.1,50-59,2023-03-15,2023-03-15
4007899,13.07,0.03,1400,4.1,50-59,2023-03-16,2023-03-16
4008955,13.07,0.03,1400,4.1,50-59,2023-03-17,2023-03-17
4010089,13.07,0.03,1400,4.1,50-59,2023-03-18,2023-03-18
4011638,13.07,0.03,1400,4.1,50-59,2023-03-20,2023-03-20
4011176,13.07,0,0,0,50-59,2023-03-20,2023-03-20
4011638,13.07,0.03,1400,4.1,50-59,2023-03-20,2023-03-20
4013024,13.07,0.03,1402,4.1,50-59,2023-03-21,2023-03-21
4014545,13.06,0.03,1402,4.1,50-59,2023-03-22,2023-03-22
4015930,13.06,0.03,1403,4.1,50-59,2023-03-23,2023-03-23
4017186,13.06,0.03,1403,4.1,50-59,2023-03-24,2023-03-24
4018347,13.06,0.03,1403,4.1,50-59,2023-03-25,2023-03-25
4019567,13.06,0,0,0,50-59,2023-03-26,2023-03-26
4020030,13.06,0.03,1403,4.1,50-59,2023-03-27,2023-03-27
4021499,13.06,0.03,1403,4.1,50-59,2023-03-28,2023-03-28
4023077,13.06,0.03,1403,4.1,50-59,2023-03-29,2023-03-29
4024465,13.06,0.03,1403,4.1,50-59,2023-03-30,2023-03-30
4025746,13.06,0.03,1403,4.09,50-59,2023-03-31,2023-03-31
4027041,13.06,0.03,1403,4.09,50-59,2023-04-01,2023-04-01
4028811,13.06,0.03,1404,4.1,50-59,2023-04-03,2023-04-03
4030490,13.06,0.03,1404,4.09,50-59,2023-04-04,2023-04-04
4032361,13.06,0.03,1404,4.09,50-59,2023-04-05,2023-04-05
4033971,13.06,0.03,1404,4.09,50-59,2023-04-06,2023-04-06
4035399,13.06,0.03,1405,4.09,50-59,2023-04-07,2023-04-07
4036672,13.06,0.03,1405,4.09,50-59,2023-04-08,2023-04-08
4037932,13.06,0,0,0,50-59,2023-04-09,2023-04-09
4038361,13.06,0.03,1405,4.09,50-59,2023-04-10,2023-04-10
4040014,13.06,0.03,1406,4.09,50-59,2023-04-11,2023-04-11
4041770,13.06,0.03,1406,4.09,50-59,2023-04-12,2023-04-12
4043267,13.06,0.03,1406,4.09,50-59,2023-04-13,2023-04-13
4044737,13.06,0.03,1406,4.09,50-59,2023-04-14,2023-04-14
4046266,13.06,0.03,1406,4.09,50-59,2023-04-15,2023-04-15
4047683,13.06,0,0,0,50-59,2023-04-16,2023-04-16
4048311,13.06,0.03,1406,4.09,50-59,2023-04-17,2023-04-17
4050304,13.06,0.03,1408,4.09,50-59,2023-04-18,2023-04-18
4052506,13.06,0.03,1408,4.09,50-59,2023-04-19,2023-04-19
4054432,13.06,0.03,1408,4.09,50-59,2023-04-20,2023-04-20
4056263,13.06,0.03,1408,4.09,50-59,2023-04-21,2023-04-21
4058012,13.06,0.03,1409,4.09,50-59,2023-04-22,2023-04-22
