confirmed_cases,confirmed_case_rate,critical_rate,deaths,death_rate,age_group,date,date
370194,51.96,0.90,3333,51.44,남성,2022-01-20,2022-01-20
373702,51.96,0.89,3341,51.39,남성,2022-01-21,2022-01-21
377192,51.94,0.89,3355,51.39,남성,2022-01-22,2022-01-22
381041,51.92,0.88,3364,51.44,남성,2022-01-23,2022-01-23
384823,51.90,0.88,3379,51.47,남성,2022-01-24,2022-01-24
384823,51.90,0.88,3379,51.47,남성,2022-01-24,2022-01-24
389071,51.88,0.87,3390,51.46,남성,2022-01-25,2022-01-25
395645,51.86,0.86,3408,51.48,남성,2022-01-26,2022-01-26
402827,51.81,0.85,3420,51.40,남성,2022-01-27,2022-01-27
410652,51.75,0.84,3431,51.38,남성,2022-01-28,2022-01-28
419306,51.69,0.82,3448,51.37,남성,2022-01-29,2022-01-29
428091,51.66,0.81,3457,51.35,남성,2022-01-30,2022-01-30
436534,51.62,0.79,3466,51.31,남성,2022-01-31,2022-01-31
445738,51.59,0.78,3475,51.31,남성,2022-02-01,2022-02-01
455775,51.54,0.76,3484,51.33,남성,2022-02-02,2022-02-02
466845,51.46,0.75,3494,51.29,남성,2022-02-03,2022-02-03
480247,51.38,1,3504,51.26,남성,2022-02-04,2022-02-04
497603,51.25,0.71,3513,51.22,남성,2022-02-05,2022-02-05
516032,51.11,0.68,3524,51.27,남성,2022-02-06,2022-02-06
533045,51.01,0.66,3524,51.27,남성,2022-02-07,2022-02-07
550898,50.93,0.64,3549,51.27,남성,2022-02-08,2022-02-08
575070,50.84,0.62,3557,51.23,남성,2022-02-09,2022-02-09
601379,50.73,0.59,3567,51.23,남성,2022-02-10,2022-02-10
627889,50.67,0.57,3585,51.13,남성,2022-02-11,2022-02-11
654708,50.59,0.55,3600,51.10,남성,2022-02-12,2022-02-12
682254,50.51,0.53,3619,51.11,남성,2022-02-13,2022-02-13
708874,50,0.51,3631,51,남성,2022-02-14,2022-02-14
737020,50,0.50,3660,51,남성,2022-02-15,2022-02-15
781237,50,0.47,3674,51,남성,2022-02-16,2022-02-16
825832,50,0.45,3695,51,남성,2022-02-17,2022-02-17
878708,50,0.42,3716,51,남성,2022-02-18,2022-02-18
927601,49.92,0.40,3744,50.91,남성,2022-02-19,2022-02-19
977727,49.81,0.39,3770,50.91,남성,2022-02-20,2022-02-20
1023402,49.72,0.37,3789,50.86,남성,2022-02-21,2022-02-21
1071683,50,0.36,3814,51,남성,2022-02-22,2022-02-22
