Date,S_0-19,I_0-19,R_0-19,V_0-19,S_20-49,I_20-49,R_20-49,V_20-49,S_50-80+,I_50-80+,R_50-80+,V_50-80+
2020-02-16,6246073.0,0.0,0.0,0.0,31530489.465587135,6.095623189805421,11.438789676669153,0.0,13972148.213671127,7.007091860624125,4.779237012284616,0.0
2020-02-17,6246073.0,0.0,0.0,0.0,31530489.522781085,5.589686465051571,11.887532453039658,0.0,13972148.237567313,6.670751451314167,5.091681236533152,0.0
2020-02-18,6246072.0,1.0,0.0,0.0,31530489.582218748,5.125742488452291,12.29203876737374,0.0,13972147.26302572,7.350555381651087,5.386418900013566,0.0
2020-02-19,6246072.0,0.875,0.125,0.0,31530474.64367894,19.70030586191075,12.65601520007841,0.0,13972128.289957814,25.997728723331836,5.71231346383275,0.0
2020-02-20,6246071.000625,1.765625,0.23375,0.0,31530465.706959017,27.065180475372156,14.22786051061661,0.0,13972122.318519382,30.74983774461191,6.931642875233514,0.0
2020-02-21,6246070.001793751,2.544921875,0.453284375,0.0,31530425.77809832,64.81877049591627,16.403131187519417,0.0,13972089.353177596,62.27384553287054,8.372976872598718,0.0
2020-02-22,6246065.0040601725,7.226806640625,0.7691331874999999,0.0,31530354.860113975,130.43881254475522,21.70107348274287,0.0,13971975.39504248,173.28470094729278,11.32025657381351,0.0
2020-02-23,6246060.007905838,11.323455810546875,1.6686383516406251,0.0,31530243.968619343,230.61239110354055,32.41898955654384,0.0,13971881.451643763,258.9670353018227,19.581320936414496,0.0
2020-02-24,6246053.01624903,16.908023834228516,3.0757271362007814,0.0,31530132.13071429,323.47156264194666,51.397723070354985,0.0,13971793.549550368,334.5366176073352,31.913832026219914,0.0
2020-02-25,6246047.031627665,20.79452085494995,5.1738514797983415,0.0,31530055.387702905,373.6234229426651,77.98887415428479,0.0,13971746.709119529,365.4788599621831,47.8120205112409,0.0
2020-02-26,6246039.057496923,26.195205748081207,7.747297329268093,0.0,31529913.777647275,484.6126788384239,108.60967388775458,0.0,13971643.94817963,450.9358746839983,65.11594568686948,0.0
2020-02-27,6246013.09623341,48.920805029571056,10.982961561131903,0.0,31529639.320695646,719.3898264948347,148.289477861905,0.0,13971496.27375936,577.2909526991663,86.43528794326704,0.0
2020-02-28,6245985.151148218,70.80570440087467,17.043147382022624,0.0,31529401.062143035,898.6804708957634,207.25738607166676,0.0,13971336.705935799,709.5809869696063,113.7130772331107,0.0
2020-02-29,6245955.236363955,91.95499135076534,25.808644695221847,0.0,31528858.098429967,1368.089991811415,280.8115782256568,0.0,13971002.274501184,1010.5210995950653,147.20439922148626,0.0
2020-03-01,6245906.365407178,129.46061743191967,37.1739753905914,0.0,31528512.502487857,1601.5385224910676,392.95898965487595,0.0,13970804.01052318,1161.016086814502,194.97339000594195,0.0
2020-03-02,6245872.551277055,147.2780402529297,53.170682692628404,0.0,31528138.467282806,1844.610825124309,523.9218920733601,0.0,13970528.98539013,1381.2873146474058,249.72729522300835,0.0
2020-03-03,6245832.817130469,168.8682852213135,71.31458431078147,0.0,31527808.086892266,2024.5081266389914,674.404981098311,0.0,13970303.234026607,1541.9855235443304,314.78044984996876,0.0
2020-03-04,6245804.17370339,176.7597495686493,92.06654704189175,0.0,31527521.45891717,2146.4739521279553,839.0671307038558,0.0,13970107.807928856,1664.9702184142025,387.22185273084676,0.0
2020-03-05,6245775.634036126,183.66478087256814,113.70118300276346,0.0,31527290.654252823,2203.316614101335,1013.0291330769569,0.0,13969935.74403812,1759.0516479303208,465.2043139510742,0.0
2020-03-06,6245734.2025420405,202.70668326349713,136.09077469682066,0.0,31527071.719398487,2244.441335130924,1190.839266381983,0.0,13969686.070059689,1926.6171688296654,547.3127714819742,0.0
2020-03-07,6245693.882995914,218.36834785556,160.74865623127369,0.0,31526836.673594818,2299.1527043150572,1371.1737008659397,0.0,13969487.806623546,2035.1395447258415,637.0538317283882,0.0
2020-03-08,6245655.686739195,230.072304373615,187.24095643206232,0.0,31526674.52946332,2277.3230298569074,1555.1475068197599,0.0,13969331.991892705,2096.452846579001,731.5552607165866,0.0
2020-03-09,6245630.622943977,227.31326632691312,215.0637896966039,0.0,31526574.305200856,2196.305218378784,1736.3895807637844,0.0,13969221.649669008,2109.8231099432087,828.5272210487957,0.0
