new_age_group,date,confirmed_cases,new_confirmed_cases
0-19,2020-01-20,0,0
0-19,2020-01-21,0,0
0-19,2020-01-22,0,0
0-19,2020-01-23,0,0
0-19,2020-01-24,0,0
0-19,2020-01-25,0,0
0-19,2020-01-26,0,0
0-19,2020-01-27,0,0
0-19,2020-01-28,0,0
0-19,2020-01-29,0,0
0-19,2020-01-30,0,0
0-19,2020-01-31,0,0
0-19,2020-02-01,0,0
0-19,2020-02-02,0,0
0-19,2020-02-03,0,0
0-19,2020-02-04,0,0
0-19,2020-02-05,0,0
0-19,2020-02-06,0,0
0-19,2020-02-07,0,0
0-19,2020-02-08,0,0
0-19,2020-02-09,0,0
0-19,2020-02-10,0,0
0-19,2020-02-11,0,0
0-19,2020-02-12,0,0
0-19,2020-02-13,0,0
0-19,2020-02-14,0,0
0-19,2020-02-15,0,0
0-19,2020-02-16,0,0
0-19,2020-02-17,0,0
0-19,2020-02-18,1,1
0-19,2020-02-19,1,0
0-19,2020-02-20,2,1
0-19,2020-02-21,3,1
0-19,2020-02-22,8,5
0-19,2020-02-23,13,5
0-19,2020-02-24,20,7
0-19,2020-02-25,26,6
0-19,2020-02-26,34,8
0-19,2020-02-27,60,26
0-19,2020-02-28,88,28
0-19,2020-02-29,118,30
0-19,2020-03-01,167,49
0-19,2020-03-02,201,34
0-19,2020-03-03,241,40
0-19,2020-03-04,270,29
0-19,2020-03-05,299,29
0-19,2020-03-06,341,42
0-19,2020-03-07,382,41
0-19,2020-03-08,421,39
0-19,2020-03-09,447,26
0-19,2020-03-10,460,13
0-19,2020-03-11,480,20
0-19,2020-03-12,488,8
0-19,2020-03-13,498,10
0-19,2020-03-14,505,7
0-19,2020-03-15,510,5
0-19,2020-03-16,517,7
0-19,2020-03-17,522,5
0-19,2020-03-18,525,3
0-19,2020-03-19,535,10
0-19,2020-03-20,549,14
0-19,2020-03-21,556,7
0-19,2020-03-22,561,5
0-19,2020-03-23,563,2
0-19,2020-03-24,573,10
0-19,2020-03-25,580,7
0-19,2020-03-26,594,14
0-19,2020-03-27,604,10
0-19,2020-03-28,610,6
0-19,2020-03-29,619,9
0-19,2020-03-30,625,6
0-19,2020-03-31,628,3
0-19,2020-04-01,635,7
0-19,2020-04-02,641,6
0-19,2020-04-03,649,8
0-19,2020-04-04,652,3
0-19,2020-04-05,659,7
0-19,2020-04-06,668,9
0-19,2020-04-07,670,2
0-19,2020-04-08,674,4
0-19,2020-04-09,680,6
0-19,2020-04-10,682,2
0-19,2020-04-11,688,6
0-19,2020-04-12,691,3
0-19,2020-04-13,694,3
0-19,2020-04-14,697,3
0-19,2020-04-15,701,4
0-19,2020-04-16,707,6
0-19,2020-04-17,712,5
0-19,2020-04-18,714,2
0-19,2020-04-19,716,2
0-19,2020-04-20,719,3
0-19,2020-04-21,721,2
0-19,2020-04-22,722,1
0-19,2020-04-23,723,1
0-19,2020-04-24,724,1
0-19,2020-04-25,726,2
0-19,2020-04-26,727,1
0-19,2020-04-27,729,2
0-19,2020-04-28,731,2
0-19,2020-04-29,731,0
0-19,2020-04-30,731,0
0-19,2020-05-01,731,0
0-19,2020-05-02,731,0
0-19,2020-05-03,732,1
0-19,2020-05-04,732,0
0-19,2020-05-05,732,0
0-19,2020-05-06,732,0
0-19,2020-05-07,733,1
0-19,2020-05-08,734,1
0-19,2020-05-09,736,2
0-19,2020-05-10,739,3
0-19,2020-05-11,740,1
0-19,2020-05-12,745,5
0-19,2020-05-13,747,2
0-19,2020-05-14,758,11
0-19,2020-05-15,763,5
0-19,2020-05-16,767,4
0-19,2020-05-17,768,1
0-19,2020-05-18,769,1
0-19,2020-05-19,770,1
0-19,2020-05-20,777,7
0-19,2020-05-21,781,4
0-19,2020-05-22,784,3
0-19,2020-05-23,785,1
0-19,2020-05-24,787,2
0-19,2020-05-25,788,1
0-19,2020-05-26,790,2
0-19,2020-05-27,795,5
0-19,2020-05-28,801,6
0-19,2020-05-29,808,7
0-19,2020-05-30,814,6
0-19,2020-05-31,814,0
0-19,2020-06-01,817,3
0-19,2020-06-02,819,2
0-19,2020-06-03,822,3
0-19,2020-06-04,824,2
0-19,2020-06-05,826,2
0-19,2020-06-06,830,4
0-19,2020-06-07,837,7
0-19,2020-06-08,839,2
0-19,2020-06-09,839,0
0-19,2020-06-10,842,3
0-19,2020-06-11,846,4
0-19,2020-06-12,849,3
0-19,2020-06-13,851,2
0-19,2020-06-14,851,0
0-19,2020-06-15,853,2
0-19,2020-06-16,856,3
0-19,2020-06-17,859,3
0-19,2020-06-18,861,2
0-19,2020-06-19,863,2
0-19,2020-06-20,869,6
0-19,2020-06-21,870,1
0-19,2020-06-22,871,1
0-19,2020-06-23,874,3
0-19,2020-06-24,877,3
0-19,2020-06-25,880,3
0-19,2020-06-26,882,2
0-19,2020-06-27,885,3
0-19,2020-06-28,890,5
0-19,2020-06-29,894,4
0-19,2020-06-30,900,6
0-19,2020-07-01,902,2
0-19,2020-07-02,906,4
0-19,2020-07-03,917,11
0-19,2020-07-04,922,5
0-19,2020-07-05,928,6
0-19,2020-07-06,934,6
0-19,2020-07-07,937,3
0-19,2020-07-08,941,4
0-19,2020-07-09,947,6
0-19,2020-07-10,953,6
0-19,2020-07-11,954,1
0-19,2020-07-12,962,8
0-19,2020-07-13,969,7
0-19,2020-07-14,973,4
0-19,2020-07-15,975,2
0-19,2020-07-16,983,8
0-19,2020-07-17,987,4
0-19,2020-07-18,994,7
0-19,2020-07-19,999,5
0-19,2020-07-20,1003,4
0-19,2020-07-21,1005,2
0-19,2020-07-22,1012,7
0-19,2020-07-23,1016,4
0-19,2020-07-24,1018,2
0-19,2020-07-25,1020,2
0-19,2020-07-26,1020,0
0-19,2020-07-27,1022,2
0-19,2020-07-28,1026,4
0-19,2020-07-29,1027,1
0-19,2020-07-30,1027,0
0-19,2020-07-31,1028,1
0-19,2020-08-01,1029,1
0-19,2020-08-02,1031,2
0-19,2020-08-03,1036,5
0-19,2020-08-04,1045,9
0-19,2020-08-05,1049,4
0-19,2020-08-06,1053,4
0-19,2020-08-07,1057,4
0-19,2020-08-08,1059,2
0-19,2020-08-09,1064,5
0-19,2020-08-10,1064,0
0-19,2020-08-11,1064,0
0-19,2020-08-12,1072,8
0-19,2020-08-13,1080,8
0-19,2020-08-14,1094,14
0-19,2020-08-15,1108,14
0-19,2020-08-16,1134,26
0-19,2020-08-17,1152,18
0-19,2020-08-18,1175,23
0-19,2020-08-19,1206,31
0-19,2020-08-20,1253,47
0-19,2020-08-21,1278,25
0-19,2020-08-22,1308,30
0-19,2020-08-23,1359,51
0-19,2020-08-24,1381,22
0-19,2020-08-25,1414,33
0-19,2020-08-26,1440,26
0-19,2020-08-27,1476,36
0-19,2020-08-28,1510,34
0-19,2020-08-29,1544,34
0-19,2020-08-30,1566,22
0-19,2020-08-31,1587,21
0-19,2020-09-01,1618,31
0-19,2020-09-02,1640,22
0-19,2020-09-03,1654,14
0-19,2020-09-04,1670,16
0-19,2020-09-05,1679,9
0-19,2020-09-06,1690,11
0-19,2020-09-07,1698,8
0-19,2020-09-08,1711,13
0-19,2020-09-09,1725,14
0-19,2020-09-10,1741,16
0-19,2020-09-11,1747,6
0-19,2020-09-12,1756,9
0-19,2020-09-13,1763,7
0-19,2020-09-14,1768,5
0-19,2020-09-15,1782,14
0-19,2020-09-16,1786,4
0-19,2020-09-17,1799,13
0-19,2020-09-18,1806,7
0-19,2020-09-19,1812,6
0-19,2020-09-20,1817,5
0-19,2020-09-21,1822,5
0-19,2020-09-22,1825,3
0-19,2020-09-23,1833,8
0-19,2020-09-24,1843,10
0-19,2020-09-25,1851,8
0-19,2020-09-26,1858,7
0-19,2020-09-27,1862,4
0-19,2020-09-28,1870,8
0-19,2020-09-29,1874,4
0-19,2020-09-30,1884,10
0-19,2020-10-01,1894,10
0-19,2020-10-02,1903,9
0-19,2020-10-03,1905,2
0-19,2020-10-04,1909,4
0-19,2020-10-05,1912,3
0-19,2020-10-06,1925,13
0-19,2020-10-07,1928,3
0-19,2020-10-08,1939,11
0-19,2020-10-09,1951,12
0-19,2020-10-10,1955,4
0-19,2020-10-11,1959,4
0-19,2020-10-12,1969,10
0-19,2020-10-13,1981,12
0-19,2020-10-14,1992,11
0-19,2020-10-15,2000,8
0-19,2020-10-16,2002,2
0-19,2020-10-17,2006,4
0-19,2020-10-18,2012,6
0-19,2020-10-19,2017,5
0-19,2020-10-20,2023,6
0-19,2020-10-21,2028,5
0-19,2020-10-22,2032,4
0-19,2020-10-23,2045,13
0-19,2020-10-24,2059,14
0-19,2020-10-25,2071,12
0-19,2020-10-26,2082,11
0-19,2020-10-27,2091,9
0-19,2020-10-28,2101,10
0-19,2020-10-29,2120,19
0-19,2020-10-30,2137,17
0-19,2020-10-31,2149,12
0-19,2020-11-01,2168,19
0-19,2020-11-02,2184,16
0-19,2020-11-03,2192,8
0-19,2020-11-04,2197,5
0-19,2020-11-05,2206,9
0-19,2020-11-06,2222,16
0-19,2020-11-07,2228,6
0-19,2020-11-08,2235,7
0-19,2020-11-09,2244,9
0-19,2020-11-10,2256,12
0-19,2020-11-11,2267,11
0-19,2020-11-12,2286,19
0-19,2020-11-13,2302,16
0-19,2020-11-14,2328,26
0-19,2020-11-15,2349,21
0-19,2020-11-16,2366,17
0-19,2020-11-17,2389,23
0-19,2020-11-18,2409,20
0-19,2020-11-19,2475,66
0-19,2020-11-20,2521,46
0-19,2020-11-21,2572,51
0-19,2020-11-22,2609,37
0-19,2020-11-23,2653,44
0-19,2020-11-24,2686,33
0-19,2020-11-25,2728,42
0-19,2020-11-26,2806,78
0-19,2020-11-27,2867,61
0-19,2020-11-28,2918,51
0-19,2020-11-29,2972,54
0-19,2020-11-30,3042,70
0-19,2020-12-01,3104,62
0-19,2020-12-02,3166,62
0-19,2020-12-03,3238,72
0-19,2020-12-04,3309,71
0-19,2020-12-05,3384,75
0-19,2020-12-06,3436,52
0-19,2020-12-07,3481,45
0-19,2020-12-08,3536,55
0-19,2020-12-09,3599,63
0-19,2020-12-10,3689,90
0-19,2020-12-11,3768,79
0-19,2020-12-12,3906,138
0-19,2020-12-13,4016,110
0-19,2020-12-14,4101,85
0-19,2020-12-15,4195,94
0-19,2020-12-16,4309,114
0-19,2020-12-17,4420,111
0-19,2020-12-18,4526,106
0-19,2020-12-19,4624,98
0-19,2020-12-20,4742,118
0-19,2020-12-21,4833,91
0-19,2020-12-22,4920,87
0-19,2020-12-23,5028,108
0-19,2020-12-24,5133,105
0-19,2020-12-25,5246,113
0-19,2020-12-26,5373,127
0-19,2020-12-27,5470,97
0-19,2020-12-28,5555,85
0-19,2020-12-29,5648,93
0-19,2020-12-30,5744,96
0-19,2020-12-31,5860,116
0-19,2021-01-01,5975,115
0-19,2021-01-02,6080,105
0-19,2021-01-03,6158,78
0-19,2021-01-04,6269,111
0-19,2021-01-05,6356,87
0-19,2021-01-06,6461,105
0-19,2021-01-07,6557,96
0-19,2021-01-08,6634,77
0-19,2021-01-09,6716,82
0-19,2021-01-10,6808,92
0-19,2021-01-11,6863,55
0-19,2021-01-12,6929,66
0-19,2021-01-13,6981,52
0-19,2021-01-14,7051,70
0-19,2021-01-15,7130,79
0-19,2021-01-16,7221,91
0-19,2021-01-17,7278,57
0-19,2021-01-18,7326,48
0-19,2021-01-19,7375,49
0-19,2021-01-20,7429,54
0-19,2021-01-21,7471,42
0-19,2021-01-22,7510,39
0-19,2021-01-23,7561,51
0-19,2021-01-24,7597,36
0-19,2021-01-25,7749,152
0-19,2021-01-26,7794,45
0-19,2021-01-27,7933,139
0-19,2021-01-28,8013,80
0-19,2021-01-29,8074,61
0-19,2021-01-30,8149,75
0-19,2021-01-31,8186,37
0-19,2021-02-01,8236,50
0-19,2021-02-02,8275,39
0-19,2021-02-03,8338,63
0-19,2021-02-04,8392,54
0-19,2021-02-05,8450,58
0-19,2021-02-06,8506,56
0-19,2021-02-07,8553,47
0-19,2021-02-08,8581,28
0-19,2021-02-09,8622,41
0-19,2021-02-10,8697,75
0-19,2021-02-11,8752,55
0-19,2021-02-12,8802,50
0-19,2021-02-13,8847,45
0-19,2021-02-14,8888,41
0-19,2021-02-15,8936,48
0-19,2021-02-16,8992,56
0-19,2021-02-17,9062,70
0-19,2021-02-18,9129,67
0-19,2021-02-19,9202,73
0-19,2021-02-20,9265,63
0-19,2021-02-21,9319,54
0-19,2021-02-22,9371,52
0-19,2021-02-23,9413,42
0-19,2021-02-24,9464,51
0-19,2021-02-25,9518,54
0-19,2021-02-26,9558,40
0-19,2021-02-27,9611,53
0-19,2021-02-28,9653,42
0-19,2021-03-01,9714,61
0-19,2021-03-02,9773,59
0-19,2021-03-03,9862,89
0-19,2021-03-04,9918,56
0-19,2021-03-05,9955,37
0-19,2021-03-06,10004,49
0-19,2021-03-07,10053,49
0-19,2021-03-08,10105,52
0-19,2021-03-09,10156,51
0-19,2021-03-10,10221,65
0-19,2021-03-11,10292,71
0-19,2021-03-12,10362,70
0-19,2021-03-13,10408,46
0-19,2021-03-14,10449,41
0-19,2021-03-15,10492,43
0-19,2021-03-16,10533,41
0-19,2021-03-17,10581,48
0-19,2021-03-18,10628,47
0-19,2021-03-19,10684,56
0-19,2021-03-20,10730,46
0-19,2021-03-21,10773,43
0-19,2021-03-22,10817,44
0-19,2021-03-23,10867,50
0-19,2021-03-24,10931,64
0-19,2021-03-25,10984,53
0-19,2021-03-26,11061,77
0-19,2021-03-27,11137,76
0-19,2021-03-28,11205,68
0-19,2021-03-29,11250,45
0-19,2021-03-30,11309,59
0-19,2021-03-31,11381,72
0-19,2021-04-01,11467,86
0-19,2021-04-02,11525,58
0-19,2021-04-03,11593,68
0-19,2021-04-04,11654,61
0-19,2021-04-05,11713,59
0-19,2021-04-06,11780,67
0-19,2021-04-07,11882,102
0-19,2021-04-08,11990,108
0-19,2021-04-09,12077,87
0-19,2021-04-10,12181,104
0-19,2021-04-11,12273,92
0-19,2021-04-12,12342,69
0-19,2021-04-13,12412,70
0-19,2021-04-14,12494,82
0-19,2021-04-15,12563,69
0-19,2021-04-16,12650,87
0-19,2021-04-17,12714,64
0-19,2021-04-18,12797,83
0-19,2021-04-19,12868,71
0-19,2021-04-20,12951,83
0-19,2021-04-21,13061,110
0-19,2021-04-22,13148,87
0-19,2021-04-23,13256,108
0-19,2021-04-24,13364,108
0-19,2021-04-25,13449,85
0-19,2021-04-26,13504,55
0-19,2021-04-27,13566,62
0-19,2021-04-28,13642,76
0-19,2021-04-29,13739,97
0-19,2021-04-30,13813,74
0-19,2021-05-01,13891,78
0-19,2021-05-02,13958,67
0-19,2021-05-03,14023,65
0-19,2021-05-04,14096,73
0-19,2021-05-05,14185,89
0-19,2021-05-06,14257,72
0-19,2021-05-07,14341,84
0-19,2021-05-08,14428,87
0-19,2021-05-09,14517,89
0-19,2021-05-10,14586,69
0-19,2021-05-11,14645,59
0-19,2021-05-12,14722,77
0-19,2021-05-13,14821,99
0-19,2021-05-14,14913,92
0-19,2021-05-15,15009,96
0-19,2021-05-16,15098,89
0-19,2021-05-17,15180,82
0-19,2021-05-18,15261,81
0-19,2021-05-19,15347,86
0-19,2021-05-20,15449,102
0-19,2021-05-21,15542,93
0-19,2021-05-22,15617,75
0-19,2021-05-23,15684,67
0-19,2021-05-24,15757,73
0-19,2021-05-25,15809,52
0-19,2021-05-26,15902,93
0-19,2021-05-27,15954,52
0-19,2021-05-28,16016,62
0-19,2021-05-29,16094,78
0-19,2021-05-30,16153,59
0-19,2021-05-31,16193,40
0-19,2021-06-01,16283,90
0-19,2021-06-02,16354,71
0-19,2021-06-03,16441,87
0-19,2021-06-04,16536,95
0-19,2021-06-05,16636,100
0-19,2021-06-06,16708,72
0-19,2021-06-07,16764,56
0-19,2021-06-08,16823,59
0-19,2021-06-09,16890,67
0-19,2021-06-10,16956,66
0-19,2021-06-11,17023,67
0-19,2021-06-12,17111,88
0-19,2021-06-13,17166,55
0-19,2021-06-14,17213,47
0-19,2021-06-15,17259,46
0-19,2021-06-16,17358,99
0-19,2021-06-17,17421,63
0-19,2021-06-18,17488,67
0-19,2021-06-19,17563,75
0-19,2021-06-20,17609,46
0-19,2021-06-21,17669,60
0-19,2021-06-22,17725,56
0-19,2021-06-23,17831,106
0-19,2021-06-24,17914,83
0-19,2021-06-25,18040,126
0-19,2021-06-26,18147,107
0-19,2021-06-27,18244,97
0-19,2021-06-28,18313,69
0-19,2021-06-29,18406,93
0-19,2021-06-30,18498,92
0-19,2021-07-01,18611,113
0-19,2021-07-02,18733,122
0-19,2021-07-03,18880,147
0-19,2021-07-04,18986,106
0-19,2021-07-05,19101,115
0-19,2021-07-06,19217,116
0-19,2021-07-07,19371,154
0-19,2021-07-08,19547,176
0-19,2021-07-09,19746,199
0-19,2021-07-10,19946,200
0-19,2021-07-11,20132,186
0-19,2021-07-12,20305,173
0-19,2021-07-13,20497,192
0-19,2021-07-14,20754,257
0-19,2021-07-15,21012,258
0-19,2021-07-16,21227,215
0-19,2021-07-17,21440,213
0-19,2021-07-18,21674,234
0-19,2021-07-19,21927,253
0-19,2021-07-20,22153,226
0-19,2021-07-21,22488,335
0-19,2021-07-22,22784,296
0-19,2021-07-23,23059,275
0-19,2021-07-24,23323,264
0-19,2021-07-25,23612,289
0-19,2021-07-26,23846,234
0-19,2021-07-27,24103,257
0-19,2021-07-28,24445,342
0-19,2021-07-29,24755,310
0-19,2021-07-30,25038,283
0-19,2021-07-31,25312,274
0-19,2021-08-01,25581,269
0-19,2021-08-02,25822,241
0-19,2021-08-03,26057,235
0-19,2021-08-04,26343,286
0-19,2021-08-05,26643,300
0-19,2021-08-06,26965,322
0-19,2021-08-07,27258,293
0-19,2021-08-08,27545,287
0-19,2021-08-09,27810,265
0-19,2021-08-10,28108,298
0-19,2021-08-11,28446,338
0-19,2021-08-12,28793,347
0-19,2021-08-13,29126,333
0-19,2021-08-14,29435,309
0-19,2021-08-15,29758,323
0-19,2021-08-16,30043,285
0-19,2021-08-17,30277,234
0-19,2021-08-18,30594,317
0-19,2021-08-19,30936,342
0-19,2021-08-20,31275,339
0-19,2021-08-21,31571,296
0-19,2021-08-22,31826,255
0-19,2021-08-23,32051,225
0-19,2021-08-24,32312,261
0-19,2021-08-25,32676,364
0-19,2021-08-26,32972,296
0-19,2021-08-27,33271,299
0-19,2021-08-28,33579,308
0-19,2021-08-29,33819,240
0-19,2021-08-30,34042,223
0-19,2021-08-31,34279,237
0-19,2021-09-01,34594,315
0-19,2021-09-02,34925,331
0-19,2021-09-03,35172,247
0-19,2021-09-04,35469,297
0-19,2021-09-05,35737,268
0-19,2021-09-06,35994,257
0-19,2021-09-07,36278,284
0-19,2021-09-08,36607,329
0-19,2021-09-09,36978,371
0-19,2021-09-10,37283,305
0-19,2021-09-11,37620,337
0-19,2021-09-12,37968,348
0-19,2021-09-13,38209,241
0-19,2021-09-14,38461,252
0-19,2021-09-15,38791,330
0-19,2021-09-16,39145,354
0-19,2021-09-17,39503,358
0-19,2021-09-18,39866,363
0-19,2021-09-19,40163,297
0-19,2021-09-20,40418,255
0-19,2021-09-21,40688,270
0-19,2021-09-22,40963,275
0-19,2021-09-23,41202,239
0-19,2021-09-24,41543,341
0-19,2021-09-25,42047,504
0-19,2021-09-26,42465,418
0-19,2021-09-27,42855,390
0-19,2021-09-28,43247,392
0-19,2021-09-29,43679,432
0-19,2021-09-30,44121,442
0-19,2021-10-01,44569,448
0-19,2021-10-02,44977,408
0-19,2021-10-03,45324,347
0-19,2021-10-04,45623,299
0-19,2021-10-05,45890,267
0-19,2021-10-06,46229,339
0-19,2021-10-07,46686,457
0-19,2021-10-08,47082,396
0-19,2021-10-09,47449,367
0-19,2021-10-10,47742,293
0-19,2021-10-11,47993,251
0-19,2021-10-12,48286,293
0-19,2021-10-13,48603,317
0-19,2021-10-14,49005,402
0-19,2021-10-15,49368,363
0-19,2021-10-16,49679,311
0-19,2021-10-17,49937,258
0-19,2021-10-18,50146,209
0-19,2021-10-19,50400,254
0-19,2021-10-20,50757,357
0-19,2021-10-21,51085,328
0-19,2021-10-22,51411,326
0-19,2021-10-23,51768,357
0-19,2021-10-24,52111,343
0-19,2021-10-25,52415,304
0-19,2021-10-26,105466,318
0-19,2021-10-27,53239,506
0-19,2021-10-28,53784,545
0-19,2021-10-29,54292,508
0-19,2021-10-30,54759,467
0-19,2021-10-31,55184,425
0-19,2021-11-01,55563,379
0-19,2021-11-02,55950,387
0-19,2021-11-03,56612,662
0-19,2021-11-04,57167,555
0-19,2021-11-05,57709,542
0-19,2021-11-06,58213,504
0-19,2021-11-07,58682,469
0-19,2021-11-08,59075,393
0-19,2021-11-09,59520,445
0-19,2021-11-10,60008,488
0-19,2021-11-11,60564,556
0-19,2021-11-12,61072,508
0-19,2021-11-13,61462,390
0-19,2021-11-14,61908,446
0-19,2021-11-15,62316,408
0-19,2021-11-16,62778,462
0-19,2021-11-17,63437,659
0-19,2021-11-18,64066,629
0-19,2021-11-19,64620,554
0-19,2021-11-20,65279,659
0-19,2021-11-21,65877,598
0-19,2021-11-22,66469,592
0-19,2021-11-23,67044,575
0-19,2021-11-24,67733,689
0-19,2021-11-25,68433,700
0-19,2021-11-26,69142,709
0-19,2021-11-27,69924,782
0-19,2021-11-28,70665,741
0-19,2021-11-29,71308,643
0-19,2021-11-30,71923,615
0-19,2021-12-01,72861,938
0-19,2021-12-02,73837,976
0-19,2021-12-03,74837,1000
0-19,2021-12-04,75927,1090
0-19,2021-12-05,76965,1038
0-19,2021-12-06,77932,967
0-19,2021-12-07,79029,1097
0-19,2021-12-08,80419,1390
0-19,2021-12-09,81830,1411
0-19,2021-12-10,83314,1484
0-19,2021-12-11,84752,1438
0-19,2021-12-12,86043,1291
0-19,2021-12-13,87203,1160
0-19,2021-12-14,88435,1232
0-19,2021-12-15,90029,1594
0-19,2021-12-16,91553,1524
0-19,2021-12-17,93142,1589
0-19,2021-12-18,94758,1616
0-19,2021-12-19,96174,1416
0-19,2021-12-20,194904,1278
0-19,2021-12-21,98719,1267
0-19,2021-12-22,100401,1682
0-19,2021-12-23,101982,1581
0-19,2021-12-24,103463,1481
0-19,2021-12-25,104882,1419
0-19,2021-12-26,106222,1340
0-19,2021-12-27,107347,1125
0-19,2021-12-28,108395,1048
0-19,2021-12-29,109658,1263
0-19,2021-12-30,221802,1243
0-19,2021-12-31,112199,1298
0-19,2022-01-01,113348,1149
0-19,2022-01-02,114334,986
0-19,2022-01-03,115210,876
0-19,2022-01-04,115981,771
0-19,2022-01-05,117058,1077
0-19,2022-01-06,118119,1061
0-19,2022-01-07,119017,898
0-19,2022-01-08,119834,817
0-19,2022-01-09,120712,878
0-19,2022-01-10,121511,799
0-19,2022-01-11,122397,886
0-19,2022-01-12,123400,1003
0-19,2022-01-13,124438,1038
0-19,2022-01-14,125557,1119
0-19,2022-01-15,126701,1144
0-19,2022-01-16,127867,1166
0-19,2022-01-17,129032,1165
0-19,2022-01-18,130266,1234
0-19,2022-01-19,131955,1689
0-19,2022-01-20,133796,1841
0-19,2022-01-21,135670,1874
0-19,2022-01-22,137686,2016
0-19,2022-01-23,139960,2274
0-19,2022-01-24,284484,2282
0-19,2022-01-25,144981,2739
0-19,2022-01-26,148918,3937
0-19,2022-01-27,153378,4460
0-19,2022-01-28,157993,4615
0-19,2022-01-29,163145,5152
0-19,2022-01-30,168305,5160
0-19,2022-01-31,173556,5251
0-19,2022-02-01,179344,5788
0-19,2022-02-02,185434,6090
0-19,2022-02-03,192048,6614
0-19,2022-02-04,199307,7259
0-19,2022-02-05,208491,9184
0-19,2022-02-06,218373,9882
0-19,2022-02-07,227149,8776
0-19,2022-02-08,236396,9247
0-19,2022-02-09,248858,12462
0-19,2022-02-10,263110,14252
0-19,2022-02-11,277120,14010
0-19,2022-02-12,292031,14911
0-19,2022-02-13,307891,15860
0-19,2022-02-14,323993,16102
0-19,2022-02-15,341547,17554
0-19,2022-02-16,368292,26745
0-19,2022-02-17,396282,27990
0-19,2022-02-18,427043,30761
0-19,2022-02-19,455481,28438
0-19,2022-02-20,485437,29956
0-19,2022-02-21,512774,27337
0-19,2022-02-22,542148,29374
0-19,2022-02-23,588908,46760
0-19,2022-02-24,636318,47410
0-19,2022-02-25,680095,43777
0-19,2022-02-26,722366,42271
0-19,2022-02-27,764210,41844
0-19,2022-02-28,801121,36911
0-19,2022-03-01,838642,37521
0-19,2022-03-02,893391,54749
0-19,2022-03-03,945938,52547
0-19,2022-03-04,1012514,66576
0-19,2022-03-05,1080795,68281
0-19,2022-03-06,1140175,59380
0-19,2022-03-07,1194109,53934
0-19,2022-03-08,1252958,58849
0-19,2022-03-09,1348731,95773
0-19,2022-03-10,1437287,88556
0-19,2022-03-11,1512863,75576
0-19,2022-03-12,1612355,99492
0-19,2022-03-13,1703869,91514
0-19,2022-03-14,1783810,79941
0-19,2022-03-15,1885412,101602
0-19,2022-03-16,1994816,109404
0-19,2022-03-17,2152217,157401
0-19,2022-03-18,2254584,102367
0-19,2022-03-19,4707622,99227
0-19,2022-03-20,2441490,87679
0-19,2022-03-21,2500514,59024
0-19,2022-03-22,2606832,106318
0-19,2022-03-23,2741296,134464
0-19,2022-03-24,2842875,101579
0-19,2022-03-25,2927707,84832
0-19,2022-03-26,3014457,86750
0-19,2022-03-27,3094794,80337
0-19,2022-03-28,3147284,52490
0-19,2022-03-29,3246605,99321
0-19,2022-03-30,3355786,109181
0-19,2022-03-31,3433433,77647
0-19,2022-04-01,3500621,67188
0-19,2022-04-02,3562481,61860
0-19,2022-04-03,3617560,55079
0-19,2022-04-04,7302662,33771
0-19,2022-04-05,3721146,69815
0-19,2022-04-06,3788547,67401
0-19,2022-04-07,3838264,49717
0-19,2022-04-08,3884223,45959
0-19,2022-04-09,3925954,41731
0-19,2022-04-10,3962154,36200
0-19,2022-04-11,3985057,22903
0-19,2022-04-12,4034698,49641
0-19,2022-04-13,4077228,42530
0-19,2022-04-14,4108552,31324
0-19,2022-04-15,4134577,26025
0-19,2022-04-16,4156261,21684
0-19,2022-04-17,4175160,18899
0-19,2022-04-18,4187193,12033
0-19,2022-04-19,4213838,26645
0-19,2022-04-20,4236678,22840
0-19,2022-04-21,4254578,17900
0-19,2022-04-22,4270346,15768
0-19,2022-04-23,4284974,14628
0-19,2022-04-24,4297197,12223
0-19,2022-04-25,4305215,8018
0-19,2022-04-26,4321781,16566
0-19,2022-04-27,4336005,14224
0-19,2022-04-28,4346601,10596
0-19,2022-04-29,4355872,9271
0-19,2022-04-30,4363727,7855
0-19,2022-05-01,4371009,7282
0-19,2022-05-02,4375779,4770
0-19,2022-05-03,4386488,10709
0-19,2022-05-04,4395992,9504
0-19,2022-05-05,4404302,8310
0-19,2022-05-06,4409953,5651
0-19,2022-05-07,4417635,7682
0-19,2022-05-08,4425511,7876
0-19,2022-05-09,4430622,5111
0-19,2022-05-10,4441989,11367
0-19,2022-05-11,4451373,9384
0-19,2022-05-12,4459051,7678
0-19,2022-05-13,4465776,6725
0-19,2022-05-14,4471873,6097
0-19,2022-05-15,4477046,5173
0-19,2022-05-16,4480147,3101
0-19,2022-05-17,4487909,7762
0-19,2022-05-18,4494509,6600
0-19,2022-05-19,4500583,6074
0-19,2022-05-20,4505791,5208
0-19,2022-05-21,4510503,4712
0-19,2022-05-22,4514474,3971
0-19,2022-05-23,4516959,2485
0-19,2022-05-24,4522990,6031
0-19,2022-05-25,4528149,5159
0-19,2022-05-26,4532261,4112
0-19,2022-05-27,4535788,3527
0-19,2022-05-28,4538834,3046
0-19,2022-05-29,4541546,2712
0-19,2022-05-30,4543023,1477
0-19,2022-05-31,4546885,3862
0-19,2022-06-01,4550150,3265
0-19,2022-06-02,4552348,2198
0-19,2022-06-03,4554915,2567
0-19,2022-06-04,4557526,2611
