confirmed_cases,confirmed_case_rate,critical_rate,deaths,death_rate,age_group,date,date
3745923,12.51,0,20,0.06,10-19,2023-01-20,2023-01-20
3747872,12.50,0.00,20,0.06,10-19,2023-01-21,2023-01-21
3748995,12.5,0,20,0.06,10-19,2023-01-22,2023-01-22
3749555,12.5,0.00,20,0.1,10-19,2023-01-23,2023-01-23
3750357,12.49,0,20,0.06,10-19,2023-01-24,2023-01-24
3751797,12.49,0.00,20,0.06,10-19,2023-01-25,2023-01-25
3754495,12.48,0,21,0.06,10-19,2023-01-26,2023-01-26
3757147,12.5,0.00,21,0.1,10-19,2023-01-27,2023-01-27
3759097,12.48,0,21,0.06,10-19,2023-01-28,2023-01-28
3760633,12.47,0.00,21,0.06,10-19,2023-01-29,2023-01-29
3761214,12.47,0,21,0.06,10-19,2023-01-30,2023-01-30
3762748,12.5,0.00,21,0.1,10-19,2023-01-31,2023-01-31
3764316,12.47,0,22,0.07,10-19,2023-02-01,2023-02-01
3765707,12.46,0.00,22,0.07,10-19,2023-02-02,2023-02-02
3766928,12.46,0,22,0.07,10-19,2023-02-03,2023-02-03
3766928,12.46,0,22,0.07,10-19,2023-02-03,2023-02-03
3768151,12.5,0.00,22,0.1,10-19,2023-02-04,2023-02-04
3769344,12.46,0,22,0.07,10-19,2023-02-05,2023-02-05
3769865,12.46,0.00,22,0.07,10-19,2023-02-06,2023-02-06
3771175,12.45,0.00,22,0.07,10-19,2023-02-07,2023-02-07
3772682,12.4,0.00,22,0.1,10-19,2023-02-08,2023-02-08
3773936,12.45,0.00,22,0.07,10-19,2023-02-09,2023-02-09
3775095,12.45,0.00,22,0.07,10-19,2023-02-10,2023-02-10
3776243,12.45,0,22,0.07,10-19,2023-02-11,2023-02-11
3777297,12.4,0.00,22,0.1,10-19,2023-02-12,2023-02-12
3777754,12.45,0,22,0.07,10-19,2023-02-13,2023-02-13
3779007,12.44,0.00,22,0.07,10-19,2023-02-14,2023-02-14
3780316,12.44,0,22,0.07,10-19,2023-02-15,2023-02-15
3780316,12.44,0,22,0.07,10-19,2023-02-15,2023-02-15
3780316,12.44,0,22,0.07,10-19,2023-02-15,2023-02-15
3781358,12.44,0.00,22,0.07,10-19,2023-02-16,2023-02-16
3782373,12.44,0,22,0.07,10-19,2023-02-17,2023-02-17
3783320,12.44,0.00,22,0.07,10-19,2023-02-18,2023-02-18
3784161,12.44,0,22,0.06,10-19,2023-02-19,2023-02-19
3784556,12.44,0.00,22,0.06,10-19,2023-02-20,2023-02-20
3785480,12.43,0,22,0.06,10-19,2023-02-21,2023-02-21
3786493,12.43,0,22,0.06,10-19,2023-02-22,2023-02-22
3787445,12.43,0,22,0.06,10-19,2023-02-23,2023-02-23
3788270,12.43,0,22,0.06,10-19,2023-02-24,2023-02-24
3789072,12.43,0,22,0.06,10-19,2023-02-25,2023-02-25
3789832,12.43,0,22,0.06,10-19,2023-02-26,2023-02-26
3790192,12.43,0,22,0.06,10-19,2023-02-27,2023-02-27
3791086,12.42,0.0,22,0.06,10-19,2023-02-28,2023-02-28
3792180,12.42,0,22,0.06,10-19,2023-03-01,2023-03-01
3792987,12.42,0,22,0.06,10-19,2023-03-02,2023-03-02
3794980,12.42,0,22,0.06,10-19,2023-03-03,2023-03-03
3793918,12.42,0,22,0.06,10-19,2023-03-03,2023-03-03
3794980,12.42,0,22,0.06,10-19,2023-03-04,2023-03-04
3796543,12.42,0,22,0.06,10-19,2023-03-06,2023-03-06
3796543,12.42,0,22,0.06,10-19,2023-03-06,2023-03-06
3796038,12.42,0,0,0,10-19,2023-03-06,2023-03-06
3798002,12.42,0,22,0.06,10-19,2023-03-07,2023-03-07
3799658,12.42,0,22,0.06,10-19,2023-03-08,2023-03-08
3801114,12.42,0,22,0.06,10-19,2023-03-09,2023-03-09
3802697,12.42,0,22,0.06,10-19,2023-03-10,2023-03-10
3804285,12.42,0,22,0.06,10-19,2023-03-11,2023-03-11
3806541,12.42,0,22,0.06,10-19,2023-03-13,2023-03-13
3805810,12.42,0,0,0,10-19,2023-03-13,2023-03-13
3808637,12.43,0,22,0.06,10-19,2023-03-14,2023-03-14
3810717,12.43,0,22,0.06,10-19,2023-03-15,2023-03-15
3812449,12.43,0,22,0.06,10-19,2023-03-16,2023-03-16
3813956,12.43,0,22,0.06,10-19,2023-03-17,2023-03-17
3815655,12.43,0,22,0.06,10-19,2023-03-18,2023-03-18
3817181,12.43,0,0,0,10-19,2023-03-20,2023-03-20
3817898,12.43,0,22,0.06,10-19,2023-03-20,2023-03-20
3817898,12.43,0,22,0.06,10-19,2023-03-20,2023-03-20
3820087,12.44,0,22,0.06,10-19,2023-03-21,2023-03-21
3822409,12.44,0,22,0.06,10-19,2023-03-22,2023-03-22
3824213,12.44,0,22,0.06,10-19,2023-03-23,2023-03-23
3825892,12.44,0,22,0.06,10-19,2023-03-24,2023-03-24
3827637,12.44,0,23,0.07,10-19,2023-03-25,2023-03-25
3829052,12.44,0,0,0,10-19,2023-03-26,2023-03-26
3829717,12.44,0,23,0.07,10-19,2023-03-27,2023-03-27
3831611,12.45,0,23,0.07,10-19,2023-03-28,2023-03-28
3833670,12.45,0,23,0.07,10-19,2023-03-29,2023-03-29
3835205,12.45,0,23,0.07,10-19,2023-03-30,2023-03-30
3836593,12.45,0,23,0.07,10-19,2023-03-31,2023-03-31
3838014,12.45,0,23,0.07,10-19,2023-04-01,2023-04-01
3839761,12.45,0,23,0.07,10-19,2023-04-03,2023-04-03
3841541,12.45,0,23,0.07,10-19,2023-04-04,2023-04-04
3843400,12.45,0,23,0.07,10-19,2023-04-05,2023-04-05
3844819,12.45,0,23,0.07,10-19,2023-04-06,2023-04-06
3846005,12.45,0,23,0.07,10-19,2023-04-07,2023-04-07
3847138,12.45,0,23,0.07,10-19,2023-04-08,2023-04-08
3848186,12.45,0,0,0,10-19,2023-04-09,2023-04-09
3848615,12.45,0,23,0.07,10-19,2023-04-10,2023-04-10
3850041,12.45,0,23,0.07,10-19,2023-04-11,2023-04-11
3851616,12.45,0,23,0.07,10-19,2023-04-12,2023-04-12
3852976,12.45,0,23,0.07,10-19,2023-04-13,2023-04-13
3854131,12.45,0,23,0.07,10-19,2023-04-14,2023-04-14
3855268,12.44,0,23,0.07,10-19,2023-04-15,2023-04-15
3856203,12.44,0,0,0,10-19,2023-04-16,2023-04-16
3856757,12.44,0,23,0.07,10-19,2023-04-17,2023-04-17
3858310,12.44,0,23,0.07,10-19,2023-04-18,2023-04-18
3859949,12.44,0,23,0.07,10-19,2023-04-19,2023-04-19
3861327,12.44,0,23,0.07,10-19,2023-04-20,2023-04-20
3862698,12.44,0,23,0.07,10-19,2023-04-21,2023-04-21
3864114,12.44,0,23,0.07,10-19,2023-04-22,2023-04-22
3865270,12.44,0,0,0.00,10-19,2023-04-23,2023-04-23
3865745,12.44,0,23,0.07,10-19,2023-04-24,2023-04-24
3867087,12.44,0,23,0.07,10-19,2023-04-25,2023-04-25
3868536,12.43,0,23,0.07,10-19,2023-04-26,2023-04-26
3869696,12.43,0,23,0.07,10-19,2023-04-27,2023-04-27
3870718,12.43,0,23,0.07,10-19,2023-04-28,2023-04-28
3871876,12.43,0,23,0.07,10-19,2023-04-29,2023-04-29
3873070,12.43,0,0,0,10-19,2023-04-30,2023-04-30
3873585,12.42,0,23,0.07,10-19,2023-05-01,2023-05-01
3875007,12.42,0,23,0.07,10-19,2023-05-02,2023-05-02
3876798,12.42,0,23,0.07,10-19,2023-05-03,2023-05-03
3878473,12.42,0,23,0.07,10-19,2023-05-04,2023-05-04
3879972,12.42,0,23,0.07,10-19,2023-05-05,2023-05-05
3883366,12.41,0,23,0,10-19,2023-05-08,2023-05-08
3885760,12.41,0,23,0.07,10-19,2023-05-09,2023-05-09
3888273,12.41,0,23,0.07,10-19,2023-05-10,2023-05-10
3890539,12.41,0,23,0.07,10-19,2023-05-11,2023-05-11
3892711,12.41,0,23,0.07,10-19,2023-05-12,2023-05-12
3894850,12.41,0,23,0.07,10-19,2023-05-13,2023-05-13
3896845,12.41,0,0,0,10-19,2023-05-14,2023-05-14
3897780,12.41,0,23,0.07,10-19,2023-05-15,2023-05-15
3900791,12.41,0,23,0.07,10-19,2023-05-16,2023-05-16
3904290,12.41,0,23,0.07,10-19,2023-05-17,2023-05-17
3906864,12.41,0,23,0.07,10-19,2023-05-18,2023-05-18
3909267,12.41,0,23,0.07,10-19,2023-05-19,2023-05-19
3911462,12.41,0,23,0.07,10-19,2023-05-20,2023-05-20
3914382,12.41,0,23,0.07,10-19,2023-05-22,2023-05-22
3917437,12.41,0,23,0.07,10-19,2023-05-23,2023-05-23
3920730,12.41,0,23,0.07,10-19,2023-05-24,2023-05-24
3923035,12.41,0,23,0.07,10-19,2023-05-25,2023-05-25
3925248,12.41,0,23,0.07,10-19,2023-05-26,2023-05-26
3927528,12.41,0,23,0.07,10-19,2023-05-27,2023-05-27
3931591,12.41,0,23,0.07,10-19,2023-05-30,2023-05-30
3934757,12.41,0,23,0.07,10-19,2023-05-31,2023-05-31
3937703,12.41,0,23,0.07,10-19,2023-06-01,2023-06-01
3939875,12.41,0,23,0.07,10-19,2023-06-02,2023-06-02
3942097,12.41,0,0,0,10-19,2023-06-03,2023-06-03
3943845,12.41,0,0,0,10-19,2023-06-04,2023-06-04
3944665,12.41,0,23,0.07,10-19,2023-06-05,2023-06-05
3946674,12.41,0,0,0,10-19,2023-06-06,2023-06-06
3948174,12.41,0,0,0,10-19,2023-06-07,2023-06-07
3948174,12.41,0,23,0.07,10-19,2023-06-07,2023-06-07
3950337,12.4,0,23,0.07,10-19,2023-06-08,2023-06-08
3952621,12.4,0,23,0.07,10-19,2023-06-09,2023-06-09
3956505,12.4,0,23,0,10-19,2023-06-12,2023-06-12
3958781,12.4,0,23,0,10-19,2023-06-13,2023-06-13
3961172,12.4,0,23,0.07,10-19,2023-06-14,2023-06-14
3963008,12.4,0,23,0,10-19,2023-06-15,2023-06-15
3964932,12.4,0,23,0,10-19,2023-06-16,2023-06-16
3967067,12.4,0,0,0,10-19,2023-06-17,2023-06-17
3968874,12.4,0,0,0,10-19,2023-06-18,2023-06-18
3969717,12.4,0,23,0.07,10-19,2023-06-19,2023-06-19
3972262,12.4,0,23,0.07,10-19,2023-06-20,2023-06-20
3975063,12.4,0,23,0.07,10-19,2023-06-21,2023-06-21
3977133,12.4,0,23,0.07,10-19,2023-06-22,2023-06-22
3979208,12.4,0,23,0.07,10-19,2023-06-23,2023-06-23
3981404,12.4,0,0,0,10-19,2023-06-24,2023-06-24
3983447,12.4,0,0,0,10-19,2023-06-25,2023-06-25
3984414,12.4,0,23,0.07,10-19,2023-06-26,2023-06-26
3987199,12.4,0,23,0.07,10-19,2023-06-27,2023-06-27
3989960,12.4,0,23,0.07,10-19,2023-06-28,2023-06-28
3992154,12.4,0,23,0.07,10-19,2023-06-29,2023-06-29
3994428,12.4,0,23,0.07,10-19,2023-06-30,2023-06-30
3996859,12.4,0,0,0,10-19,2023-06-30,2023-06-30
3996859,12.4,0,0,0,10-19,2023-07-01,2023-07-01
3998974,12.4,0,0,0,10-19,2023-07-02,2023-07-02
3999975,12.4,0,23,0.07,10-19,2023-07-03,2023-07-03
4003450,12.4,0,23,0.07,10-19,2023-07-04,2023-07-04
4007242,12.4,0,23,0.07,10-19,2023-07-05,2023-07-05
4010269,12.4,0,23,0.07,10-19,2023-07-06,2023-07-06
4010269,12.4,0,23,0.07,10-19,2023-07-06,2023-07-06
4013519,12.4,0,23,0.07,10-19,2023-07-07,2023-07-07
4017442,12.41,0,0,0,10-19,2023-07-08,2023-07-08
4020617,12.41,0,0,0,10-19,2023-07-09,2023-07-09
4021960,12.41,0,23,0.07,10-19,2023-07-10,2023-07-10
4027249,12.41,0,23,0.07,10-19,2023-07-11,2023-07-11
4021960,12.41,0,23,0.07,10-19,2023-07-11,2023-07-11
4033232,12.42,0,23,0.07,10-19,2023-07-12,2023-07-12
4037708,12.42,0,24,0.07,10-19,2023-07-13,2023-07-13
4042497,12.42,0,24,0.07,10-19,2023-07-14,2023-07-14
4047991,12.43,0,0,0,10-19,2023-07-15,2023-07-15
4054380,12.43,0,24,0.07,10-19,2023-07-17,2023-07-17
4061509,12.44,0,24,0.07,10-19,2023-07-18,2023-07-18
4069430,12.44,0,24,0.07,10-19,2023-07-19,2023-07-19
4074801,12.45,0,24,0.07,10-19,2023-07-20,2023-07-20
4079836,12.45,0,24,0.07,10-19,2023-07-21,2023-07-21
4085321,12.45,0,0,0,10-19,2023-07-22,2023-07-22
4085316,12.45,0,0,0,10-19,2023-07-22,2023-07-22
4090393,12.45,0,0,0,10-19,2023-07-23,2023-07-23
4092376,12.45,0,24,0.07,10-19,2023-07-24,2023-07-24
4096454,12.44,0,24,0.07,10-19,2023-07-25,2023-07-25
4101529,12.43,0,24,0.07,10-19,2023-07-26,2023-07-26
4105639,12.43,0,24,0.07,10-19,2023-07-27,2023-07-27
4109225,12.42,0,24,0.07,10-19,2023-07-28,2023-07-28
4112515,12.41,0,0,0,10-19,2023-07-29,2023-07-29
4115525,12.4,0,0,0,10-19,2023-07-30,2023-07-30
