Date,S,I,R,V
2020-01-20,6246073.0,0.0,0.0,0.0
2020-01-21,6246073.0,0.0,0.0,0.0
2020-01-22,6246073.0,0.0,0.0,0.0
2020-01-23,6246073.0,0.0,0.0,0.0
2020-01-24,6246073.0,0.0,0.0,0.0
2020-01-25,6246073.0,0.0,0.0,0.0
2020-01-26,6246073.0,0.0,0.0,0.0
2020-01-27,6246073.0,0.0,0.0,0.0
2020-01-28,6246073.0,0.0,0.0,0.0
2020-01-29,6246073.0,0.0,0.0,0.0
2020-01-30,6246073.0,0.0,0.0,0.0
2020-01-31,6246073.0,0.0,0.0,0.0
2020-02-01,6246073.0,0.0,0.0,0.0
2020-02-02,6246073.0,0.0,0.0,0.0
2020-02-03,6246073.0,0.0,0.0,0.0
2020-02-04,6246073.0,0.0,0.0,0.0
2020-02-05,6246073.0,0.0,0.0,0.0
2020-02-06,6246073.0,0.0,0.0,0.0
2020-02-07,6246073.0,0.0,0.0,0.0
2020-02-08,6246073.0,0.0,0.0,0.0
2020-02-09,6246073.0,0.0,0.0,0.0
2020-02-10,6246073.0,0.0,0.0,0.0
2020-02-11,6246073.0,0.0,0.0,0.0
2020-02-12,6246073.0,0.0,0.0,0.0
2020-02-13,6246073.0,0.0,0.0,0.0
2020-02-14,6246073.0,0.0,0.0,0.0
2020-02-15,6246073.0,0.0,0.0,0.0
2020-02-16,6246073.0,0.0,0.0,0.0
2020-02-17,6246073.0,0.0,0.0,0.0
2020-02-18,6246072.0,1.0,0.0,0.0
2020-02-19,6246072.0,0.875,0.125,0.0
2020-02-20,6246071.000625,1.765625,0.23375,0.0
2020-02-21,6246070.001793751,2.544921875,0.453284375,0.0
2020-02-22,6246065.0040601725,7.226806640625,0.7691331874999999,0.0
2020-02-23,6246060.007905838,11.323455810546875,1.6686383516406251,0.0
2020-02-24,6246053.01624903,16.908023834228516,3.0757271362007814,0.0
2020-02-25,6246047.031627665,20.79452085494995,5.1738514797983415,0.0
2020-02-26,6246039.057496923,26.195205748081207,7.747297329268093,0.0
2020-02-27,6246013.09623341,48.920805029571056,10.982961561131903,0.0
2020-02-28,6245985.151148218,70.80570440087467,17.043147382022624,0.0
2020-02-29,6245955.236363955,91.95499135076534,25.808644695221847,0.0
2020-03-01,6245906.365407178,129.46061743191967,37.1739753905914,0.0
2020-03-02,6245872.551277055,147.2780402529297,53.170682692628404,0.0
2020-03-03,6245832.817130469,168.8682852213135,71.31458431078147,0.0
2020-03-04,6245804.17370339,176.7597495686493,92.06654704189175,0.0
2020-03-05,6245775.634036126,183.66478087256814,113.70118300276346,0.0
2020-03-06,6245734.2025420405,202.70668326349713,136.09077469682066,0.0
2020-03-07,6245693.882995914,218.36834785556,160.74865623127369,0.0
2020-03-08,6245655.686739195,230.072304373615,187.24095643206232,0.0
2020-03-09,6245630.622943977,227.31326632691312,215.0637896966039,0.0
2020-03-10,6245618.698262925,211.89910803604897,242.40262903898503,0.0
2020-03-11,6245599.91027607,205.41171953154284,267.6780043982962,0.0
2020-03-12,6245593.248666092,187.7352545901,292.0160793177476,0.0
2020-03-13,6245584.708746488,174.2683477663375,314.02290574492133,0.0
2020-03-14,6245579.278861017,159.48480429554533,334.2363346869889,0.0
2020-03-15,6245575.95004269,144.54920375860218,352.50075355049717,0.0
2020-03-16,6245570.712546458,133.4805532887769,368.80690025256996,0.0
2020-03-17,6245567.556580959,121.79548412767977,383.6479349124042,0.0
2020-03-18,6245566.474820633,109.5710486117198,396.95413075380213,0.0
2020-03-19,6245558.459591287,105.87466753525483,408.6657411764981,0.0
2020-03-20,6245546.502919993,106.64033409334797,419.85674591252246,0.0
2020-03-21,6245541.602203723,100.31029233167948,431.08750394462834,0.0
2020-03-22,6245538.757641243,92.77150579021955,441.47085296636516,0.0
2020-03-23,6245538.964995508,83.17506756644211,450.85993692531076,0.0
2020-03-24,6245531.2192951925,82.77818412063685,459.00252068648945,0.0
2020-03-25,6245526.514307796,79.43091110555724,467.05478109813663,0.0
2020-03-26,6245514.849581702,83.50204721736259,474.6483710808406,0.0
2020-03-27,6245507.222823557,83.06429131519226,482.7128851276067,0.0
2020-03-28,6245503.636387983,78.68125490079323,490.6823571163677,0.0
2020-03-29,6245497.089799769,77.84609803819409,498.064102193385,0.0
2020-03-30,6245493.58012028,74.11533578341982,505.30454393719236,0.0
2020-03-31,6245493.106643,67.85091881049235,512.0424381904338,0.0
2020-04-01,6245488.666855191,66.3695539591808,517.9635908507933,0.0
2020-04-02,6245485.256673145,64.0733597142832,523.6699671414369,0.0
2020-04-03,6245479.87502298,64.0641897499978,529.0607872700152,0.0
2020-04-04,6245479.520326917,59.05616603124807,534.423507052415,0.0
2020-04-05,6245475.192444452,58.67414527734206,539.1334102710589,0.0
2020-04-06,6245468.888111504,60.339877117674305,543.7720113793714,0.0
2020-04-07,6245469.606971561,54.79739247796502,548.5956359621839,0.0
2020-04-08,6245468.349949741,51.947718418219395,552.7023318421186,0.0
2020-04-09,6245465.1134614,51.45425361594197,556.4322849851854,0.0
2020-04-10,6245465.895622825,47.022471913949225,560.0819052622522,0.0
2020-04-11,6245462.696032352,47.14466292470557,563.1593047251847,0.0
2020-04-12,6245462.511828875,44.25158005911737,566.236591067147,0.0
