,S_0-19,I_0-19,R_0-19,V_0-19,S_20-49,I_20-49,R_20-49,V_20-49,S_50-80+,I_50-80+,R_50-80+,V_50-80+,S_total,I_total,R_total,V_total
2020-10-03,6244845.366469999,58.9945755949291,1168.6389544080373,0.0,31524054.861828003,459.3726543924491,5992.765517618669,0.0,13964563.26831951,1399.4518770730522,6197.279803423333,0.0,51733463.49661751,1917.8191070604303,13358.68427545004,0.0
2020-10-04,6244847.209664771,55.62025364556297,1170.1700815853633,0.0,31524058.82565559,447.2447240778758,6000.929620345149,0.0,13964560.254718527,1366.2781869735456,6233.467094505722,0.0,51733466.29003889,1869.1431646969845,13404.566796436235,0.0
2020-10-05,6244850.060515179,51.6677219398676,1171.2717628831317,0.0,31524054.83030369,444.1234119794121,6008.046284341886,0.0,13964555.422054,1336.6968339988155,6267.881112007924,0.0,51733460.31287287,1832.4879679180951,13447.199159232941,0.0
2020-10-06,6244842.916873993,58.20925669738414,1171.8738693111995,0.0,31524048.870535113,443.2611687851209,6014.868296114469,0.0,13964560.761459561,1298.5353859668724,6300.703154479827,0.0,51733452.54886866,1800.0058114493775,13487.445319905495,0.0
2020-10-07,6244845.77624334,53.93309961021112,1173.2906570518167,0.0,31524047.944876593,437.47049177595585,6021.584631643062,0.0,13964512.264975334,1316.2056874404625,6331.529337233838,0.0,51733405.986095265,1807.6092788266294,13526.404625928717,0.0
2020-10-08,6244840.642696626,58.191462158934726,1174.165841217834,0.0,31524056.05279975,423.16044095855153,6027.786759302251,0.0,13964507.92262202,1289.0278144433203,6363.0495635448115,0.0,51733404.61811839,1770.3797175608065,13565.002164064896,0.0
2020-10-09,6244834.5135258315,62.91752938906789,1175.5689447816117,0.0,31524065.191733547,409.03812435899175,6032.7701421053,0.0,13964518.737869836,1248.154479350041,6393.107650820367,0.0,51733418.44312921,1720.1101330981005,13601.44673770728,0.0
2020-10-10,6244836.391370555,59.05283821543439,1177.555791231337,0.0,31524071.355584256,399.08796003719544,6036.55645571657,0.0,13964506.70340809,1232.243064341239,6421.053527575066,0.0,51733414.450362906,1690.3838625938688,13635.165774522973,0.0
2020-10-11,6244838.279149512,55.67123343850509,1179.0496170521099,0.0,31524068.538366534,398.96365935410824,6039.497974121075,0.0,13964517.808675729,1194.0953972528596,6448.095927025571,0.0,51733424.62619177,1648.7302900454729,13666.643518198754,0.0
2020-10-12,6244834.174397597,58.712329258691945,1180.1132731466623,0.0,31524044.735856403,419.84967562771726,6042.41446797686,0.0,13964516.049155364,1170.7788181847222,6473.17202645858,0.0,51733394.95940936,1649.3408230711316,13695.699767582102,0.0
2020-10-13,6244828.074963963,63.37328810135544,1181.5517479382654,0.0,31524024.94792874,435.00215255061676,6047.049918714077,0.0,13964519.415015496,1143.5814349118555,6497.003549599153,0.0,51733372.4379082,1641.9568755638277,13725.605216251495,0.0
2020-10-14,6244822.982722702,66.45162708868601,1183.5656502112433,0.0,31524003.183178335,450.89697388891557,6052.919847782207,0.0,13964530.900033245,1109.6895260360864,6519.410440726927,0.0,51733357.06593428,1627.038127013688,13755.895938720378,0.0
2020-10-15,6244820.900550953,66.14517370260026,1185.9542753462729,0.0,31523995.447777573,451.47252505613557,6060.079697376077,0.0,13964499.497085448,1120.4244287863542,6540.078485773024,0.0,51733315.84541397,1638.04212754509,13786.112458495374,0.0
