Date,S,I,R,V
2021-03-18,31504487.406322364,2361.399133043176,23658.194544587237,0.0
2021-03-19,31504410.69729509,2360.403005000592,23735.899699906888,0.0
2021-03-20,31504309.37679359,2384.489555585543,23813.1336508224,0.0
2021-03-21,31504216.442461845,2398.576922471943,23891.98061568189,0.0
2021-03-22,31504128.902364925,2406.495037906772,23971.60259716865,0.0
2021-03-23,31504099.76037791,2355.75594976051,24051.483672329072,0.0
2021-03-24,31504009.01779627,2371.2282059303875,24126.75399779755,0.0
2021-03-25,31503918.65156626,2385.4162648381653,24202.932168900785,0.0
2021-03-26,31503808.666227102,2418.4267148565978,24279.90705803785,0.0
2021-03-27,31503715.065762393,2432.6972975235003,24359.236940080762,0.0
2021-03-28,31503630.861947093,2436.78342182905,24439.35463107481,0.0
2021-03-29,31503589.05872025,2398.5303978172387,24519.410881931246,0.0
2021-03-30,31503496.65577466,2414.452374798408,24595.89185054042,0.0
2021-03-31,31503377.635233913,2456.05282769014,24673.311938395986,0.0
2021-04-01,31503258.001793604,2495.2004429918584,24753.79776340229,0.0
2021-04-02,31503114.770782422,2555.098806223534,24837.130411353606,0.0
2021-04-03,31502987.95643448,2594.0256053069807,24925.017960213394,0.0
2021-04-04,31502864.581524283,2626.721480066501,25015.69699565281,0.0
2021-04-05,31502805.66000926,2592.7035972209815,25108.636393520064,0.0
2021-04-06,31502740.20319123,2568.50919865164,25198.287610121803,0.0
2021-04-07,31502574.194629278,2647.3229351635537,25285.48243555928,0.0
2021-04-08,31502380.622041456,2747.595131544979,25378.782827000057,0.0
2021-04-09,31502203.51595559,2823.5447356267455,25479.939308783287,0.0
2021-04-10,31502040.915652134,2879.1905225697255,25586.893825296393,0.0
2021-04-11,31501912.85012126,2896.217709196438,25697.932169543197,0.0
2021-04-12,31501797.339782108,2899.831639333134,25809.828578558783,0.0
2021-04-13,31501712.388925,2873.145613268484,25921.46546173064,0.0
2021-04-14,31501504.99625231,2971.6745273671995,26030.32922032327,0.0
2021-04-15,31501305.14789841,3055.0255415957217,26146.82655999313,0.0
2021-04-16,31501150.88203121,3086.458421643277,26269.65954714561,0.0
2021-04-17,31500992.230328947,3120.2823726468846,26394.487298406275,0.0
2021-04-18,31500819.20276544,3166.298935717193,26521.498298843933,0.0
2021-04-19,31500742.810256932,3112.4961240526663,26651.69361901424,0.0
2021-04-20,31500634.068725027,3096.158945756295,26776.77232921554,0.0
2021-04-21,31500424.952586673,3182.1777532585224,26899.869660067234,0.0
2021-04-22,31500229.451934975,3248.0569997380653,27029.491065287355,0.0
2021-04-23,31500021.5993903,3321.468268759806,27163.932340939176,0.0
2021-04-24,31499786.419052005,3416.786402452742,27303.794545541543,0.0
2021-04-25,31499625.938024733,3430.1931310491645,27450.868844217413,0.0
2021-04-26,31499539.192368954,3369.487101172084,27598.320529873406,0.0
2021-04-27,31499444.183971602,3322.819671774801,27739.996356621323,0.0
2021-04-28,31499246.883953385,3383.0256390174927,27877.090407595526,0.0
2021-04-29,31499086.269405425,3402.234510979041,28018.496083595997,0.0
2021-04-30,31498913.361885842,3432.8490465677805,28160.789067589278,0.0
2021-05-01,31498776.16583118,3425.9225757026547,28304.911593116456,0.0
2021-05-02,31498653.690389145,3405.5710019193343,28447.738608934193,0.0
2021-05-03,31498573.92908219,3344.9086087600294,28588.16230904883,0.0
2021-05-04,31498459.869893733,3324.281194232947,28722.84891203067,0.0
2021-05-05,31498283.484138295,3368.3658551116127,28855.150006591848,0.0
2021-05-06,31498155.75988833,3360.791489137349,28990.44862253315,0.0
2021-05-07,31498085.71213144,3296.845795538949,29124.442073018887,0.0
2021-05-08,31497895.334341805,3359.207594509216,29252.458063683524,0.0
2021-05-09,31497809.596632123,3312.393364164951,29385.010003709373,0.0
2021-05-10,31497749.521682143,3244.46471493926,29513.013602916515,0.0
2021-05-11,31497625.086750157,3247.1741435993013,29634.739106241894,0.0
2021-05-12,31497482.260445688,3268.6586896805593,29756.080864629428,0.0
2021-05-13,31497297.04085001,3331.360018437073,29878.599131549767,0.0
2021-05-14,31497100.43384567,3400.857136906796,30005.709017422294,0.0
2021-05-15,31496934.462390754,3434.585994543532,30137.951614698446,0.0
2021-05-16,31496819.152148828,3415.5153569964186,30272.332494172068,0.0
2021-05-17,31496668.513811298,3434.0275823657157,30404.45860633191,0.0
