confirmed_cases,confirmed_case_rate,critical_rate,deaths,death_rate,age_group,date,date
1007066,3.36,1.96,19776,59.68,80 이상,2023-01-20,2023-01-20
1008838,3.36,1.96,19809,59.69,80 이상,2023-01-21,2023-01-21
1009840,3.37,1.96,19823,59.69,80 이상,2023-01-22,2023-01-22
1010491,3.4,1.96,19837,59.7,80 이상,2023-01-23,2023-01-23
1011145,3.37,1.96,19843,59.69,80 이상,2023-01-24,2023-01-24
1012054,3.37,1.96,19861,59.70,80 이상,2023-01-25,2023-01-25
1013701,3.37,1.96,19877,59.70,80 이상,2023-01-26,2023-01-26
1015638,3.4,1.96,19899,59.7,80 이상,2023-01-27,2023-01-27
1017040,3.38,1.96,19916,59.70,80 이상,2023-01-28,2023-01-28
1018217,3.38,1.96,19932,59.69,80 이상,2023-01-29,2023-01-29
1018614,3.38,1.96,19955,59.71,80 이상,2023-01-30,2023-01-30
1019519,3.4,1.96,19965,59.7,80 이상,2023-01-31,2023-01-31
1020868,3.38,1.96,19991,59.70,80 이상,2023-02-01,2023-02-01
1021778,3.38,1.96,20008,59.69,80 이상,2023-02-02,2023-02-02
1022635,3.38,1.96,20026,59.69,80 이상,2023-02-03,2023-02-03
1022635,3.38,1.96,20026,59.69,80 이상,2023-02-03,2023-02-03
1023578,3.4,1.96,20037,59.7,80 이상,2023-02-04,2023-02-04
1024437,3.39,1.96,20053,59.69,80 이상,2023-02-05,2023-02-05
1024760,3.39,1.96,20064,59.69,80 이상,2023-02-06,2023-02-06
1025614,3.39,1.96,20069,59.69,80 이상,2023-02-07,2023-02-07
1026793,3.4,1.96,20080,59.7,80 이상,2023-02-08,2023-02-08
1027572,3.39,1.96,20101,59.68,80 이상,2023-02-09,2023-02-09
1028387,3.39,1.96,20110,59.68,80 이상,2023-02-10,2023-02-10
1029165,3.39,1.95,20118,59.67,80 이상,2023-02-11,2023-02-11
1029889,3.4,1.95,20133,59.7,80 이상,2023-02-12,2023-02-12
1030163,3.39,1.95,20139,59.68,80 이상,2023-02-13,2023-02-13
1030833,3.39,1.95,20146,59.68,80 이상,2023-02-14,2023-02-14
1031807,3.4,1.95,20161,59.68,80 이상,2023-02-15,2023-02-15
1031807,3.4,1.95,20161,59.68,80 이상,2023-02-15,2023-02-15
1031807,3.4,1.95,20161,59.68,80 이상,2023-02-15,2023-02-15
1032503,3.40,1.95,20174,59.68,80 이상,2023-02-16,2023-02-16
1033128,3.4,1.95,20188,59.67,80 이상,2023-02-17,2023-02-17
1033736,3.40,1.95,20193,59.66,80 이상,2023-02-18,2023-02-18
1034299,3.4,1.95,20199,59.66,80 이상,2023-02-19,2023-02-19
1034506,3.40,1.95,20203,59.66,80 이상,2023-02-20,2023-02-20
1035060,3.4,1.95,20205,59.65,80 이상,2023-02-21,2023-02-21
1035929,3.4,1.95,20215,59.65,80 이상,2023-02-22,2023-02-22
1036503,3.4,1.95,20228,59.65,80 이상,2023-02-23,2023-02-23
1037075,3.4,1.95,20242,59.66,80 이상,2023-02-24,2023-02-24
1037712,3.4,1.95,20246,59.65,80 이상,2023-02-25,2023-02-25
1038261,3.4,1.95,20249,59.65,80 이상,2023-02-26,2023-02-26
1038482,3.4,1.95,20255,59.64,80 이상,2023-02-27,2023-02-27
1038983,3.4,1.95,20263,59.64,80 이상,2023-02-28,2023-02-28
1039819,3.41,1.95,20270,59.64,80 이상,2023-03-01,2023-03-01
1040234,3.41,1.95,20280,59.64,80 이상,2023-03-02,2023-03-02
1041357,3.41,1.95,20289,59.64,80 이상,2023-03-03,2023-03-03
1040711,3.41,1.95,20286,59.64,80 이상,2023-03-03,2023-03-03
1041357,3.41,1.95,20289,59.64,80 이상,2023-03-04,2023-03-04
1041896,3.41,0,0,0,80 이상,2023-03-06,2023-03-06
1042111,3.41,1.95,20297,59.64,80 이상,2023-03-06,2023-03-06
1042111,3.41,1.95,20297,59.64,80 이상,2023-03-06,2023-03-06
1042641,3.41,1.95,20302,59.63,80 이상,2023-03-07,2023-03-07
1043336,3.41,1.95,20309,59.63,80 이상,2023-03-08,2023-03-08
