confirmed_cases,confirmed_case_rate,critical_rate,deaths,death_rate,age_group,date,date
3669,4.99,20.11,738,56.77,80 이상,2021-01-20,2021-01-20
3693,5.00,20.15,744,56.53,80 이상,2021-01-21,2021-01-21
3706,4.99,20.24,750,56.48,80 이상,2021-01-22,2021-01-22
3729,4.99,20.22,754,56.39,80 이상,2021-01-23,2021-01-23
3746,4.99,20.23,758,56.19,80 이상,2021-01-24,2021-01-24
3759,4.98,20.30,763,56.10,80 이상,2021-01-25,2021-01-25
3778,4.98,20.28,766,55.87,80 이상,2021-01-26,2021-01-26
3801,4.97,20.26,770,55.88,80 이상,2021-01-27,2021-01-27
3826,4.97,20.31,777,56.06,80 이상,2021-01-28,2021-01-28
3869,5.00,20.26,784,56.04,80 이상,2021-01-29,2021-01-29
3902,5.01,20.37,795,56.22,80 이상,2021-01-30,2021-01-30
3928,5.02,20.32,798,56.20,80 이상,2021-01-31,2021-01-31
3947,5.03,20.29,801,56.21,80 이상,2021-02-01,2021-02-01
3961,5.02,20.42,809,56.38,80 이상,2021-02-02,2021-02-02
3973,5.01,20.44,812,56.35,80 이상,2021-02-03,2021-02-03
3999,5.01,20.46,818,56.49,80 이상,2021-02-04,2021-02-04
4013,5.01,20.58,826,56.61,80 이상,2021-02-05,2021-02-05
4026,5.00,20.62,830,56.69,80 이상,2021-02-06,2021-02-06
4037,4.99,20.71,836,56.83,80 이상,2021-02-07,2021-02-07
4046,4.98,20.69,837,56.78,80 이상,2021-02-08,2021-02-08
4057,4.98,20.73,841,56.75,80 이상,2021-02-09,2021-02-09
4067,4.96,20.75,844,56.80,80 이상,2021-02-10,2021-02-10
4091,4.96,20.78,850,56.82,80 이상,2021-02-11,2021-02-11
4103,4.95,20.89,857,56.87,80 이상,2021-02-12,2021-02-12
4123,4.96,20.88,861,56.87,80 이상,2021-02-13,2021-02-13
4135,4.95,20.92,865,56.83,80 이상,2021-02-14,2021-02-14
4156,4.96,20.89,868,56.84,80 이상,2021-02-15,2021-02-15
4171,4.95,20.91,872,56.84,80 이상,2021-02-16,2021-02-16
4186,4.93,20.88,874,56.83,80 이상,2021-02-17,2021-02-17
4205,4.91,20.81,875,56.67,80 이상,2021-02-18,2021-02-18
4241,4.92,20.73,879,56.71,80 이상,2021-02-19,2021-02-19
4260,4.92,20.68,881,56.73,80 이상,2021-02-20,2021-02-20
4282,4.92,20.62,883,56.71,80 이상,2021-02-21,2021-02-21
4297,4.92,20.60,885,56.66,80 이상,2021-02-22,2021-02-22
4313,4.92,20.66,891,56.64,80 이상,2021-02-23,2021-02-23
4330,4.91,20.60,892,56.60,80 이상,2021-02-24,2021-02-24
4341,4.90,20.62,895,56.61,80 이상,2021-02-25,2021-02-25
4353,4.90,20.61,897,56.59,80 이상,2021-02-26,2021-02-26
4365,4.89,20.69,903,56.61,80 이상,2021-02-27,2021-02-27
4378,4.88,20.67,905,56.46,80 이상,2021-02-28,2021-02-28
4391,4.88,20.63,906,56.45,80 이상,2021-03-01,2021-03-01
4402,4.87,20.58,906,56.41,80 이상,2021-03-02,2021-03-02
4414,4.86,20.64,911,56.51,80 이상,2021-03-03,2021-03-03
4425,4.85,20.68,915,56.52,80 이상,2021-03-04,2021-03-04
4439,4.84,20.70,919,56.48,80 이상,2021-03-05,2021-03-05
4448,4.83,20.71,921,56.43,80 이상,2021-03-06,2021-03-06
4464,4.83,20.65,922,56.43,80 이상,2021-03-07,2021-03-07
4469,4.82,20.70,925,56.33,80 이상,2021-03-08,2021-03-08
4478,4.80,20.70,927,56.35,80 이상,2021-03-09,2021-03-09
4500,4.80,20.60,927,56.25,80 이상,2021-03-10,2021-03-10
4514,4.79,20.60,930,56.30,80 이상,2021-03-11,2021-03-11
4529,4.78,20.67,936,56.32,80 이상,2021-03-12,2021-03-12
4551,4.78,20.61,938,56.27,80 이상,2021-03-13,2021-03-13
4568,4.78,20.53,938,56.20,80 이상,2021-03-14,2021-03-14
4574,4.76,20.62,943,56.30,80 이상,2021-03-15,2021-03-15
4582,4.75,20.58,943,56.20,80 이상,2021-03-16,2021-03-16
4588,4.74,20.62,946,56.11,80 이상,2021-03-17,2021-03-17
4601,4.73,20.58,947,56.10,80 이상,2021-03-18,2021-03-18
4617,4.72,20.51,947,56.04,80 이상,2021-03-19,2021-03-19
4625,4.71,20.52,949,56.05,80 이상,2021-03-20,2021-03-20
4636,4.70,20.51,951,56.07,80 이상,2021-03-21,2021-03-21
4642,4.69,20.49,951,56.04,80 이상,2021-03-22,2021-03-22
4650,4.68,20.49,953,55.93,80 이상,2021-03-23,2021-03-23
4660,4.67,20.47,954,55.89,80 이상,2021-03-24,2021-03-24
4668,4.66,20.44,954,55.82,80 이상,2021-03-25,2021-03-25
4677,4.64,20.46,957,55.77,80 이상,2021-03-26,2021-03-26
4687,4.63,20.46,959,55.72,80 이상,2021-03-27,2021-03-27
4717,4.64,20.33,959,55.69,80 이상,2021-03-28,2021-03-28
4726,4.63,20.36,962,55.74,80 이상,2021-03-29,2021-03-29
4735,4.62,20.36,964,55.75,80 이상,2021-03-30,2021-03-30
4754,4.61,20.30,965,55.75,80 이상,2021-03-31,2021-03-31
4771,4.60,20.25,966,55.68,80 이상,2021-04-01,2021-04-01
4793,4.60,20.20,968,55.73,80 이상,2021-04-02,2021-04-02
4807,4.59,20.14,968,55.63,80 이상,2021-04-03,2021-04-03
4816,4.57,20.10,968,55.50,80 이상,2021-04-04,2021-04-04
4832,4.57,20.10,971,55.55,80 이상,2021-04-05,2021-04-05
4842,4.56,20.07,972,55.48,80 이상,2021-04-06,2021-04-06
4853,4.54,20.05,973,55.41,80 이상,2021-04-07,2021-04-07
4865,4.52,20.02,974,55.40,80 이상,2021-04-08,2021-04-08
4877,4.50,19.99,975,55.27,80 이상,2021-04-09,2021-04-09
4907,4.50,19.89,976,55.30,80 이상,2021-04-10,2021-04-10
4923,4.49,19.85,977,55.26,80 이상,2021-04-11,2021-04-11
4944,4.49,19.78,978,55.25,80 이상,2021-04-12,2021-04-12
4962,4.48,19.75,980,55.21,80 이상,2021-04-13,2021-04-13
4988,4.48,19.71,983,55.16,80 이상,2021-04-14,2021-04-14
5010,4.47,19.66,985,55.09,80 이상,2021-04-15,2021-04-15
5026,4.46,19.62,986,55.08,80 이상,2021-04-16,2021-04-16
5051,4.45,19.58,989,55.13,80 이상,2021-04-17,2021-04-17
5072,4.44,19.50,989,55.04,80 이상,2021-04-18,2021-04-18
5084,4.43,19.47,990,54.97,80 이상,2021-04-19,2021-04-19
5097,4.42,19.44,991,54.99,80 이상,2021-04-20,2021-04-20
5116,4.41,19.39,992,54.93,80 이상,2021-04-21,2021-04-21
5134,4.40,19.32,992,54.87,80 이상,2021-04-22,2021-04-22
5189,4.42,19.16,994,54.89,80 이상,2021-04-23,2021-04-23
5208,4.40,19.09,994,54.86,80 이상,2021-04-24,2021-04-24
5226,4.40,19.04,995,54.88,80 이상,2021-04-25,2021-04-25
5242,4.39,19.04,998,54.93,80 이상,2021-04-26,2021-04-26
5251,4.38,19.06,1001,55.00,80 이상,2021-04-27,2021-04-27
5270,4.37,19.01,1002,55.02,80 이상,2021-04-28,2021-04-28
5291,4.36,18.98,1004,55.01,80 이상,2021-04-29,2021-04-29
5326,4.37,18.87,1005,54.98,80 이상,2021-04-30,2021-04-30
5348,4.36,18.81,1006,54.94,80 이상,2021-05-01,2021-05-01
5374,4.36,18.76,1008,54.99,80 이상,2021-05-02,2021-05-02
5388,4.35,18.73,1009,55.02,80 이상,2021-05-03,2021-05-03
5409,4.35,18.75,1014,55.11,80 이상,2021-05-04,2021-05-04
5423,4.34,18.79,1019,55.17,80 이상,2021-05-05,2021-05-05
5437,4.33,18.80,1022,55.21,80 이상,2021-05-06,2021-05-06
5448,4.32,18.83,1026,55.16,80 이상,2021-05-07,2021-05-07
5463,4.31,18.85,1030,55.23,80 이상,2021-05-08,2021-05-08
5484,4.31,18.85,1034,55.18,80 이상,2021-05-09,2021-05-09
5492,4.30,18.85,1035,55.20,80 이상,2021-05-10,2021-05-10
5501,4.29,18.83,1036,55.14,80 이상,2021-05-11,2021-05-11
5516,4.28,18.84,1039,55.15,80 이상,2021-05-12,2021-05-12
5532,4.27,18.84,1042,55.10,80 이상,2021-05-13,2021-05-13
5563,4.27,18.75,1043,55.10,80 이상,2021-05-14,2021-05-14
5575,4.25,18.73,1044,55.06,80 이상,2021-05-15,2021-05-15
5590,4.25,18.69,1045,55.00,80 이상,2021-05-16,2021-05-16
5602,4.23,18.71,1048,55.07,80 이상,2021-05-17,2021-05-17
5609,4.22,18.70,1049,55.09,80 이상,2021-05-18,2021-05-18
5620,4.21,18.74,1053,55.07,80 이상,2021-05-19,2021-05-19
5631,4.20,18.77,1057,55.17,80 이상,2021-05-20,2021-05-20
5636,4.18,18.81,1060,55.15,80 이상,2021-05-21,2021-05-21
5648,4.17,18.82,1063,55.19,80 이상,2021-05-22,2021-05-22
5661,4.16,18.87,1068,55.31,80 이상,2021-05-23,2021-05-23
5665,4.15,18.89,1070,55.33,80 이상,2021-05-24,2021-05-24
5669,4.14,18.95,1074,55.42,80 이상,2021-05-25,2021-05-25
5683,4.13,18.90,1074,55.36,80 이상,2021-05-26,2021-05-26
5699,4.12,18.88,1076,55.38,80 이상,2021-05-27,2021-05-27
5714,4.11,18.87,1078,55.40,80 이상,2021-05-28,2021-05-28
5717,4.10,18.89,1080,55.36,80 이상,2021-05-29,2021-05-29
5723,4.09,18.89,1081,55.24,80 이상,2021-05-30,2021-05-30
5732,4.08,18.88,1082,55.23,80 이상,2021-05-31,2021-05-31
5737,4.07,18.88,1083,55.17,80 이상,2021-06-01,2021-06-01
5745,4.06,18.87,1084,55.17,80 이상,2021-06-02,2021-06-02
5754,4.05,18.86,1085,55.13,80 이상,2021-06-03,2021-06-03
5769,4.04,18.82,1086,55.15,80 이상,2021-06-04,2021-06-04
5780,4.03,18.81,1087,55.15,80 이상,2021-06-05,2021-06-05
5785,4.01,18.81,1088,55.14,80 이상,2021-06-06,2021-06-06
5791,4.00,18.79,1088,55.12,80 이상,2021-06-07,2021-06-07
5797,4.00,18.79,1089,55.14,80 이상,2021-06-08,2021-06-08
5801,3.98,18.79,1090,55.13,80 이상,2021-06-09,2021-06-09
5807,3.97,18.77,1090,55.08,80 이상,2021-06-10,2021-06-10
5816,3.96,18.76,1091,55.07,80 이상,2021-06-11,2021-06-11
5822,3.95,18.76,1092,55.10,80 이상,2021-06-12,2021-06-12
5829,3.94,18.75,1093,55.06,80 이상,2021-06-13,2021-06-13
5832,3.93,18.76,1094,55.03,80 이상,2021-06-14,2021-06-14
5838,3.93,18.77,1096,55.02,80 이상,2021-06-15,2021-06-15
5844,3.92,18.75,1096,54.99,80 이상,2021-06-16,2021-06-16
5847,3.91,18.74,1096,54.96,80 이상,2021-06-17,2021-06-17
5850,3.89,18.74,1096,54.91,80 이상,2021-06-18,2021-06-18
5851,3.88,18.73,1096,54.88,80 이상,2021-06-19,2021-06-19
5857,3.88,18.71,1096,54.75,80 이상,2021-06-20,2021-06-20
5860,3.87,18.72,1097,54.74,80 이상,2021-06-21,2021-06-21
5864,3.86,18.71,1097,54.69,80 이상,2021-06-22,2021-06-22
5870,3.85,18.69,1097,54.66,80 이상,2021-06-23,2021-06-23
5871,3.83,18.70,1098,54.68,80 이상,2021-06-24,2021-06-24
5879,3.82,18.68,1098,54.65,80 이상,2021-06-25,2021-06-25
5882,3.81,18.68,1099,54.62,80 이상,2021-06-26,2021-06-26
