confirmed_cases,confirmed_case_rate,critical_rate,deaths,death_rate,age_group,date,date
4364611,14.57,0,78,0.24,20-29,2023-01-20,2023-01-20
4368032,14.57,0.00,78,0.24,20-29,2023-01-21,2023-01-21
4370092,14.57,0,78,0.23,20-29,2023-01-22,2023-01-22
4371207,14.6,0.00,78,0.2,20-29,2023-01-23,2023-01-23
4372819,14.57,0,78,0.23,20-29,2023-01-24,2023-01-24
4375561,14.57,0.00,78,0.23,20-29,2023-01-25,2023-01-25
4380803,14.57,0,79,0.24,20-29,2023-01-26,2023-01-26
4385436,14.6,0.00,79,0.2,20-29,2023-01-27,2023-01-27
4388955,14.57,0,79,0.24,20-29,2023-01-28,2023-01-28
4391652,14.57,0.00,79,0.24,20-29,2023-01-29,2023-01-29
4392768,14.57,0,79,0.24,20-29,2023-01-30,2023-01-30
4395637,14.6,0.00,79,0.2,20-29,2023-01-31,2023-01-31
4398809,14.57,0,79,0.24,20-29,2023-02-01,2023-02-01
4401437,14.57,0.00,79,0.24,20-29,2023-02-02,2023-02-02
4403658,14.57,0,79,0.24,20-29,2023-02-03,2023-02-03
4403658,14.57,0,79,0.24,20-29,2023-02-03,2023-02-03
4405754,14.6,0.00,79,0.2,20-29,2023-02-04,2023-02-04
4407664,14.57,0,79,0.24,20-29,2023-02-05,2023-02-05
4408442,14.57,0.00,79,0.24,20-29,2023-02-06,2023-02-06
4410647,14.57,0.00,79,0.23,20-29,2023-02-07,2023-02-07
4413141,14.6,0.00,79,0.2,20-29,2023-02-08,2023-02-08
4415266,14.57,0.00,79,0.23,20-29,2023-02-09,2023-02-09
4417133,14.57,0.00,79,0.23,20-29,2023-02-10,2023-02-10
4418846,14.57,0,79,0.23,20-29,2023-02-11,2023-02-11
4420346,14.6,0.00,79,0.2,20-29,2023-02-12,2023-02-12
4421060,14.56,0,79,0.23,20-29,2023-02-13,2023-02-13
4423071,14.56,0.00,79,0.23,20-29,2023-02-14,2023-02-14
4425104,14.56,0,79,0.23,20-29,2023-02-15,2023-02-15
4425104,14.56,0,79,0.23,20-29,2023-02-15,2023-02-15
4425104,14.56,0,79,0.23,20-29,2023-02-15,2023-02-15
